,text,pred,rule_book
13226,whilst attempting to clear peat excavator became bogged down excavator tasked to clear peat became bogged down work ceased and excavator recovered,1,0
47908,fall on same level due to slipping an employee was pouring hot fryer oil into the fryer oil bin when he slipped on oil on the floor and spilled hot oil onto himself he received second degree burns to his arms legs stomach and part of his face,1,0
4260,coolant leak from d7 dozernote cairs entry delayed due to it issues incident 33854d7 dozer d9 experienced a leak of coolant fluid to grade during operations at 1630hrs on the angore row at kp11 d7 dozer was ascending a rise on the row running track whereby a spotter noticed coolant fluid leaking from the rear of the machine the spotter obtained the drivers attention and the driver stopped the machine immediatelyspill response equipment was on location and a spill tray was immediately placed under the dozer to contain remaining coolant fluid approximately twenty litres of coolant fluid reached to grade prior to the machine stoppingwg safety and supervisors were informed immediately mechanics arrived at the site and attempted to refill the machine with coolant twenty litres which continued to leak out into the spill traythe machine was parked up for the evening at the location with security provided overnight the machine will be repaired when spares can be provided see detailed description,1,0
6999,"late report a diesel spill was reported in the area where psnk subcontractors refuel diesel heaters it was estimated that two litres of diesel had been spilt in the area incident 30890on twenty-three million, thirty-two thousand and fifteen at approx one thousand, four hundred and thirty the evidence of minor leakage was found at kib contractors territory psnk dsl work area approximately two liters of diesel had been spilt on the ground the client environmental rep noticed the spill and reported this through the emergency number on site the site was attended by the spill response team and the spill was cleaned see detailed description",1,0
5219,ro involved failure of clients equipmentduring commissioning of butane arm hose on propane arm ruptured at height resulting in organic oil release workers receiving minor splash to eyes were taken to paramedic for review workers returned ok incident 31834ro involved failure of clients equipmentduring commissioning of butane arm hose on propane arm ruptured at height resulting in organic oil release workers receiving minor splash to eyes were taken to paramedic for review workers returned oksummary during erc testing on berth three butane arm z3502 a hydraulic control hose situated at height on the adjacent propane arm z3502 parted resulting in approx 510l of hydraulic oil being released in the areafindings an exclusion zone had been erected around commissioning activities to prevent immediate access a test signal was sent to initiate a qcdc release under normal operating conditions while no works were being conducted on the old propane loading arm logic links with the new butane arm resulted in hydraulic pressure activating in the old propane arm and subsequent failure of the control hose due to the hose failure occurring approx 6m amove grade the area sprayed with a fine spray of oil was larger than if it was at grade immediately after the hydraulics were isolated commissioning team members engaged the berth three spill kit to wipe up residue from the ground and equipment woodside operations report approx 510l of hydraulic oil being released due to the strong prevailing wind moving south east released oil was forced back onto berth three no oil was reported to have entered the ocean six scaffolders making their way up the stairway from the dolphin platform and onto the berth at the time of the event report to have been sprayed by the fine spray the group were taken to the site paramedic for review and eye flushing as a preventive action following complaints of irritation a health check followup with scaffolding teams identified no health concern the hydraulic oil msds report was obtained and identified as she will tellus s2 v46 the msds notes first aid measures for skin contact to include flush exposed area with water and follow by washing with soap if available eye contact requires flush eye with copious amounts of water if persistent irritation occurs obtain medical attention last loading from the old propane arm was conducted on the 20th november two thousand and sixteen twelve days prior to the event see detailed description,1,0
24656,"transmission fluid leakage from a bulldozer an unknown quantity of transmission fluid leaked from a bulldozer being used by fshv on r j mcleods access track this spillage affected approximately eighty-six meters of access track between ns fifty-six thousand, three hundred and ninety-six three thousand, seven hundred and sixteen and ns fifty-six thousand, four hundred and seventy-eight three thousand, six hundred and ninety when the leak was noticed fshv operatives immediately created a bund photo one across the track using a digger to scrape the top layers of track this contained the transmission fluid while absorbent pads were deployed absorbent pads were also deployed behind the bulldozer to catch any dripping fluid the area downslope of the spillage was bunded to prevent further flow of transmission oil and absorbent pads were deployed the top 1015mm of contaminated access track was removed and loaded onto an adt prior to transfer to a lined skip this will then be removed from site by a registered waste carrier",1,0
51038,compressed or pinched by shifting objects or equipment an employee was checking a leak at the bottom of a fluid bed machine he was pushing the bowl back into the machine to prevent powder from leaking when his right ring finger was caught between the bowl and the machine amputating his fingertip at the first knuckle the machine was not running or powered on at the time,1,0
12746,excess concrete and washout spill on pad following pile cap concrete pour excess concrete and washout spill on pad following pile cap concrete pour concrete washwater has not been contained within an icb as per environmental management plan and has spilled onto pad there has been negligible impact on the environment and no impact on nearby watercourses which are monitored daily dried excess concrete and washout has been scraped up and used as backfill around the pile cap foundation all foundation teams will receive a tbt on appropriate handling of concrete and disposal of washwaters their potential impact on the environment if not handled correctly and of the particularly sensitive nature of the afton catchment,1,0
10993,"hard standing contaminated with hydraulic oil believed to be from a mechanical failure of a press head which occured on the 2nd augus on twenty thousand, eight hundred and eighteen a mechanical failure occurred on a presshead located on pad c11 within the afton catchment it was reported there was a connection failure causing the system to lock shut and that no oil was lost from the machine on thirty thousand, eight hundred and eighteen at one thousand, three hundred it was reported to wood that approximately 1m of hardstanding had been identified as contaminated with hydraulic oil a spill kit was immediately deployed at this time it is believed the incident is minor however a wood environmental advisor is attending site to ascertain the extent of the spill and advise on further remedial actions if required",1,0
63795,contact with hot objects or substances an employee was walking toward a disconnect to deenergize a plant air compressor that was making an odd noise when an oil line that supplied lubrication for the compressor burst spraying hot oil onto the employee he suffered burn injuries to his back left forearm and shoulder blade,1,0
43865,contact with hot objects or substances the employee was tramming a sonic grip drilling he was operating the drill from an enclosed cab a radiator from an engine next to the cab failed and blew out hot radiator fluid the fluid came through the open cab open window causing second degree burns to the employee face and head,1,0
11667,a small leak was noted within the fuel filter with a small drip every five hundred and ten seconds an oily sheen was noticed on a small puddle in the laydown area of the site the vacex unit was inspected to check for any leaks a small leak was noted within the fuel filter with a small drip every five hundred and ten seconds a drip tray was placed under the leak straight away and the vacex was then removed to a local garage to be repaired the sheen on the puddle was cleared up using the spill kit that was with the vacex once contained and cleared up national grid she hotline and sarah rae were informed as was the project manager gareth shaw no groundwater or surface water sources were impacted by the spill the spill was identified to be diesel a drip tray was placed under the leak straight away and the vacex was then removed to a local garage to be repaired the sheen on the puddle was cleared up using the spill kit that was with the vacex once contained and cleared up national grid she hotline and sarah rae were informed as was the project manager gareth shaw,1,0
7349,a worker assisting in the installation of a hydraulic rock hammer onto an excavator had hydraulic oil contact his face incident 28705a worker was assisting with the installation of a new hydraulic hammer onto a rental excavator as the worker was removing the caps from the hydraulic lines a small amount of pressure had built up causing the a small burst of fluid to exit the line and made contact with the workers face see detailed description,1,0
43904,"struck by discharged object or substance an employee was using a torque head to set the pressure in a hydraulic hose to one thousand, seven hundred and twenty-five psi when the hose formed a pinhole and injected hydraulic oil into the employee right index finger",1,0
17622,fuel line failure on soft track atv whilst accompanying two environmental advisors on a route survey adjacent to tower two hundred and fifty the soft track atv the vehicle driver experienced the engine was cutting out and a strong smell of diesel was noticed the driver stopped the vehicle and got out and discovered that the fuel line had become detached from the engine the driver and environmentalists deployed the vehicle spill kit immediately to contain the minor leak the driver then called for another argo cat atv to attend site with additional spill kits and plant nappies to fully ensure any additional spill could be contained these kits were deployed also around the initial spill kit the driver also requested that a fitter from rotrex soft track hire company to carry out an on site repair on the arrival of the fitter it was discovered that the fuel line securing clip had become loose thus allowing the fuel line to separate from its attachment on completion of the repair all the spill kits and plant nappies were bagged secured and removed from the area an additional small area of soil was removed as a precaution the incident was reported to the client in line with the contractual arrangements and the maximum spillage was no more than twenty litres of this less then five litres were lost to the ground the remainder was contained in the spill kits spill kits were deployed with additional kits to ensure full containment,1,0
15813,bp environmental advisor observed that an aqueous solution had been discharged to the ground near the exotic pipe shop ata environmental ma bp environmental advisor observed that an aqueous solution had been discharged to the ground near the exotic pipe shop ata environmental manager was notifiedata environmental team attended the area and observed approx seventy-eight litres of aqueous solution on the ground the solution had been poured out by the machinery operator according to the operator statement he was unaware of the correct disposal processaqueous solution used for cooling cutting and drilling tools of vouga cutting machineat one thousand and thirty the contaminated soil was collected in black bags taken out and placed into the black wheelie binimmediately action was taken for prevention repetition case1 tbt was conducted and the following was highlighted during tbt coshh assessment for the use of emulsion substance disposal process11 tbt will be arranged for other users of emulsion as a lesson learnt2 foreman was instructed to ensure the used emulsion waste is disposed correctly3 the conduct of the operator will be reviewed by the five star committeeinvestigation detected that volume of chemicals substances in the aqueous solution azol is a ratio of one part azol to ten parts of waterazol is biodegradable product has no any vapour no health effects azol has a harmful effect only on aquatic organisms in large quantities however in this instance there was no potential for the discharge of this substance into the seaconclusion considering all the information above it has been determined that it is not necessary to conduct any further investigation aqueous traces dissolved very quickly area has been cleaned initial investigation commenced,1,0
22899,spider excavator identified leaking coolant from a hose due to a loose hose clamp spider excavator identified leaking coolant from a hose due to a loose hose clamp leak to soil estimated at 50ml machine had started to overheat due to low coolant level the overheating had caused the loose hose clamp low coolant level due to a mistake when checking fluids during preuse checks window washing fluid reservoir mistaken for coolant reservoir leak contained with contaminated material removed for disposal mechanic had checked the machine over and identified a damaged water pump possibly due to the low coolant and overheating this has been replaced and now in working order spider excavator now in operable condition tuition provided to the spider excavator operator in relation to what system checks need to be made and where these systems are located,1,0
16644,elevated work platform incorrectly refuelled a civmec worker incorrectly filled the hydraulic oil tank of a one hundred and thirty-five genie elevated work platform with diesel during refuelling ewp was tagged out of service incident reported and investigation commenced,1,0
78981,inhalation of harmful substancesingle episode while an employee was troubleshooting an overheating hydraulic unit smoke came out of an oil residue tank the employee was hospitalized with a respiratory illness,1,0
1586,"oil tanker in the process of positioning to the calm buoy had lost all propulsion and was drifting toward the fpso esd for complete field shutin was activated abandon ship alarm and muster activated incident 39627in preparation for a normal product offloading receiving oil tanker in the process of positioning to the calm buoy lost all propulsion and was drifting toward the fpso tankerlocation was approximately two hundred mts off the fpso starboard sideesd for complete field shutinwas activatedabandon ship alarmactivated and muster was underwaybefore abandon ship and life boat launching commenced the tanker drift was brought under control andtanker was repositioned using additional support fromvessel pacific retriever that was in the areaabandon ship alarm cleared commencement to bring the assets back online was activated tanker wasnow positionedapproximately 500mts clear and downwind of the fpso still without propulsion but under the control of the two support vessels tanker was empty and in the process of positioning to connect to the calm buoy when propulsion was lostall alarms cleared and the process of bringing the field back online was underway no lifeboats were launched or any personnel had evacuated the asset update draft investigation report sent out for review to relevant personnel for comment final report to be issued after comments are collected information provided by gp hse manager kt td two hundred and sixty thousand, nine hundred and eighteen update sixty-one thousand and eighteen delay in final report being issued from kt regarding incident close out date extended to allow for time until report issued update eighty-one thousand, one hundred and eighteen draft report attached to cairs case see detailed description",1,0
12241,"ground water containing oil was found to be leaching into the piled foundations at pad c62 euchanhead ground water containing oil was found to be leaching into the piled foundations at pad c62 euchanhead the previous day the piled foundations were dug out using a pecker when this work was completed the foundation was dry on the twenty-six million, one hundred and two thousand and seventeen when the operatives arrived on site water had leached into the excavation on inspection this water was found to contain an indeterminate amount of oil as oil spotting and a sheen on the surface of the water was evident it was also evident the peat oil from the surrounding environment was also flowing onto the padno spillage had occurred and all plant was inspected by an environmental adviser none of the plant buckets or peckers showed signs of damage or oil adler and alan oil decontamination specialist have now been contracted to undertake analysis of the contaminated water the contaminated water from the excavation will be extracted taken off site and all contaminated material will be removed from the pad and placed in lined skips then removed from site there is no evidence that any hydraulic oil has made its way into the wider environment any potential contamination is contained with a localised area",1,0
8838,cyrogenic flexible hose experienced a pinhole leak during leak testing whilst carrying out a leak test of ex23 metering skid a flexible cryogenic hose experienced a pinhole leak at thirty barg of nitrogen the metering skid was being leak tested because it had undergone a minor maintenance campaign task was halted nitrogen was depressurised to flare system the cryogenic flexible hose was tagged as do not use and quarantined for investigation,1,0
15450,while busy with cold commisioning on instrument air line a union fell off the line from its installed position while the hpjv commissioning team was busy with cold commissioning on the instrument air line a serious leak was identified the small works contractor assisting with commissioning was shown the leak and requested to make arrangements to fix the leak the leak got progressively worse and before the system could be shut down to repair the leak the union fell off all commissioning activities on instrument air line stoppedinitial investigation launched,1,0
15385,diesel spill during a leadership visit it was noted that personnel on the low level pipe rack were re fuelling a compressor it was also noted that personnel were cleaning up a spill from the fuel bowser on investigation it was found that this was rain water on top of the bowser that had some diesel in it with some diesel in it was found that at no time was the integrity of the container breached and there was no danger of loosing any the contents from the bowser personnel used spill kit to clean up spill,1,0
22758,mol pump switched to on position instead of test position during commisioning on saturday the 24th at fourteen zero the commissioning team were trying to carry out testing on spare mol and lube oil pumps for this to happen the electrical isolation cubicle should have been switched to test mode but due to misscommunication the lube oil pump was switched to on position instead of test this then lead to lube oil being pumped through a sealed system including the mol pump the system had not yet been mc1 the line had all blinds in place so there was no potential for spillage and no one was working on the systemi spoke with the ftl this morning and the system was set to sanction for test where some of the isolations opened to allow the system to be logic tested bp are conducting an investigation into this process and the ecow system to look at improvements for sanctioned to test workthe system was filled with hydraulic oil and was at a max pressure of five barge the job was stopped and reported commissioning work not to commence until lube oil system pipework completed and mc1 walk carried out,1,0
43909,contact with objects and equipment unspecified an employee was using an overhead crane and hydraulic jacks to separate tooling when the hydraulic jack spacers dislocated and lacerated his lefthand middle finger he was hospitalized,1,0
7995,"oily water substance leaked to soil from the crane approximately 100ml sub contractor lcr cranes had been assisting on the moro b camp extension when the operator had noticed smoke coming from crane the operator had shut crane down and upon visual inspection traced the leak to the exhaust manifold area leak to soil estimated at 100ml mechanic at the work location had been able to assist in the inspectionclient safety team pmt had been informed of the incident maintenance to identify the source of the leak and repairat one thousand, one hundred and thirty after the crane had cooled contaminated soil was gathered for disposal",1,0
5068,"hb2216 failure of hydraulic hose supplying the traveling latch on law eight incident 31995at approximately one thousand, five hundred and thirty the marine control room operator mcro was tasked with calibrating the law winch load cells following a period of adverse weather this task required all the chains to be lifted off the chain stoppers on all winches and data recorded from the law control panels in the electrical switch room prior to the chains being lowered back down on to the stoppersall winches operated as per design during the lifting phase of the operation and the data was recorded from the control panel after collecting the data from the control panel the chains were then returned to the stoppers the mcro started this phase of the operation at law twelve working his way back to law one as the operator returned the chain on law eight to its stopper a hydraulic hose hum426 supplying the traveling latch closest to the operators control panel failed allowing the release of hydraulic oil on to the main deckthe operator was protected from the release of the escaping oil due to the location of the operators control panel and the surrounding structure of the law following the initial release of pressure from the hydraulic hose the mcro was able to isolate the hose via the hydraulic supply valve preventing further release of hydraulic oil following the release the mcro checked to ensure that the deck scupper plugs were in place to prevent any of the oil entering the sea the mcro then began to soak up the released oil utilising absorbent pads the handle to the hydraulic supply valve was removed to prevent accidental opening of the supply valve and barriers put in place to restrict the access to law eight a bucket was positioned below the damaged hose to catch the majority of the oil released from the damaged hose approximately twenty-five litresat this time the incident was reported to the operations supervisor and the remaining law chains were returned to the stoppers see detailed description",1,0
717,excavator p1995 had a hose fitting fail resulting in approximately 2l hydraulic oil going to soil whilst working at frow kp5 excavator p1995 had a hose fitting fail resulting in approximately 2l hydraulic oil going to soil contaminated material collected for disposal maintenance to inspect the machine and repair,1,0
5164,while installing a four psh on the panel for the heat medium system ip received burns from the thermanol that was released from a thirty-eight tubing line incident 31902after disconnecting a thirty-eight tubing line for a psh on the heat medium hot fluid began flowing out while the ip attempted to collect the fluid in a bucket some fluid splashed on to his mechanic gloves burning his index and middle finger on the right hand and the index finger of his left hand first aid applied by the facility medic and ip remained on location see detailed description,1,0
7054,"hb082016 loss of containment from skyscape hydraulic system equipment failure incident 29038it was discovered during the night shift that the skyscape emergencyescape chute system had lost hydraulic oil onto the deck in the area of thesystemthis was cleaned up at the time of first reporting with no oil goingto drains or to the seafurther investigations have been ongoing by the onboard mechanics andinstrument department to find the because of the losspressure transmitter five billion, twenty million, seventy thousand, one hundred and seventy body appears to have failed andallowed the fitting to pop out of the alloy body this has then allowed thecontents of the system to release onto the deck the system operates at around two hundred and fifty bar when the fitting has parted fromthe pressure switch a low level alarm would have kicked in which wouldactivate the pump to come on to replenish the oil pressurethe pump has tried to maintainthe pressure causing the oil to be lost from the system this oil is containedwithin its own system holding tank and as the pressure was being lost replenished the tank was drained to deckthe pressure switch has now been replaced and the system has beentopped up with approx fifty ltrs of oil it is unknown the exact amount that was in the tank prior to the failure the tank itself has a capacity of one hundred and twenty litres according to the p idobservationsdissimilar metals in the fitting and housing likely because of failure stainless steel fitting into an alloy bodythere are a large amount of dissimilar metal cases throughout thehummingbird checking through maximo showed that the pressure switch is part of a maintenanceroutine last completed may 2015reference made to supplementary guidance on the reporting of hydrocarbon releases this was classed as a non petroleum hydrocarbon liquid hydraulic oil there was no risk of fire as the release was not a mist or aerosol spray it was not stored operated or exposed to temperatures above the maximum allowable and there was no potential for the release to come into contact with an ignition source there for this was not deemed to be classed as a dangerous occurrence see detailed description",1,0
1181,late report due to it outagesdiesel leak to grade overnight from contractor plant incident 40049diesel spill during early preparation works for hydrotesting by our subcontractor baker hughes their compressor skid developed a small leak with a spill to grade of approximately thirty-five litres spill kits available on site and utilised to contain spill area cleaned up and waste packed for surrendering to twm on site waste contractor for disposal equipment isolated and repairs underway see detailed description,1,0
2530,"unknown liquid dripped on two operatives on site due to process on site they were taken to hospital as a precautionary measure incident 36668initial reports were liquid fell onto operatives investigation revealed exposure was from a vapor or gaseous cloudon the twenty-two mar eighteen wood group industrial services wgis as part of an ongoing contract were providing scaffolding services in support of their client fine organics fo at approximately one thousand, one hundred and five while scaffolding external to building four north side two scaffolders ss jm became aware of a strong odour that irritated their eyes and skin making them feel unwell the scaffolders immediately vacated the scaffold which they were able to do unaided the incident was reported to a client representative who instructed the operatives to attend the medical center where they were directed to a local a e department with a copy of a data sheet for thio phosgene on arrival at the a e department they were instructed to strip and made to shower their belongings were retained by the hospital for destruction both scaffolders were released later in the day after examination without treatment and no chronic effects both returned to work the following day thio phosgene carries a toxic annotationthe client has confirmed that there were no alarms process events or incidents outside normal operating parameters at the time of the incident fo has also confirmed that there are no vents or valves in the immediate vicinity of the area where the scaffolders were working no damage was caused to the plant during the scaffolding operations being undertaken there is however an environmental scrubber outlet which is close to where they were working tests on the environmental scrubber and two prescrubbers confirmed that they were working as expected the prescrubbers which utilize a caustic fluid were operating within ph and causticity parameters a discoloration of the fluid in the pre scrubbers was noted during the client investigation and as a precaution theses scrubbers were flushed through which is a normal maintenance activity in the absence of any evidence that would suggest a plant or process incident fo believe that the emissions from the environmental scrubber although within the expected emission parameters were the source of the exposure the scaffolders elevated position brought them closer to the environmental scrubber discharge point and it is believed that calm localized ambient conditions allowed a higher than might be expected concentration to drift towards them see detailed description",1,0
4394,a compressor on a bp location nebu 407a started spaying a mist of screw oil over the drive engine which was running the misted oil ignited theensuing fire caused damage to the compressor package incident 33749a compressor on a bp location nebu 407a started spaying a mist of screw oil over the drive engine which was running the misted oil ignited the ensuing fire caused damage to the compressor packagea wg employee was on location at the time to troubleshoot a vibration issue on he damaged compressorbp have initiated a local lead investigation into the fire on the compressorno persons were injured during this incident see detailed description,1,0
76842,caught in running equipment or machinery during regular operation an employee was operating a hydraulic jig and positioning a plate for tack welding when the hydraulic ram actuated the swing clamp the swing clamp amputated the employee right pinky fingertip,1,0
20697,small hydraulic spill and dump truck bed tipped over a subcontractor super10 end dump truck bed tipped over while unloading import fill material the truck was on the flat even runway surface there was no appreciable wind and dump was within a culdesac of import fill a small hydraulic spill less than two gallons from the piston was contained and stockpiled no injury or impact to any individual contaminated soil was stockpiled stand down at site and incident investigation,1,0
