,text,pred,rule_book
3975,"during boating operations on the silvan reservoir a small fuel leak at the back of the boat was detected incident 34142at approximately one thousand, one hundred and thirty am on twenty-nine june two thousand and seventeen a fuel leak was detected by the coxswains operating the melbourne water ldsvessel location wh001s asset no eighteen thousand, six hundred and thirty-seven while parked at the silvan outlet tower pontoon the leak was initially seen asfuel floating on the surface of the reservoirthe boat was removed from the reservoir and the lrc engineer and the lead operator were advisedthe because of the leak was found to be a split fuel hose the amount of petrol spilled to the reservoir was estimated to be fifty mlthe hose was replaced and work recommenced see detailed description",1,0
4,"nacap 30t hitachi hyd hose split resultong in 100ml hyg fluid to grade what happened at approximately one thousand, five hundred and fifteen on the 26th of feb a hydraulic hose split on the 30t hitachi excavator p1995 at kp twenty-six the hydraulic hose split from near the pump inside the engine baythis resulted in 100ml of hyd fluid to grade the operator acted immediately by using allocated spill kit bag in the excavatorall contaminated materials absorbent pads were disposed of appropriately into the contaminated waste bags",1,0
4260,coolant leak from d7 dozernote cairs entry delayed due to it issues incident 33854d7 dozer d9 experienced a leak of coolant fluid to grade during operations at 1630hrs on the angore row at kp11 d7 dozer was ascending a rise on the row running track whereby a spotter noticed coolant fluid leaking from the rear of the machine the spotter obtained the drivers attention and the driver stopped the machine immediatelyspill response equipment was on location and a spill tray was immediately placed under the dozer to contain remaining coolant fluid approximately twenty litres of coolant fluid reached to grade prior to the machine stoppingwg safety and supervisors were informed immediately mechanics arrived at the site and attempted to refill the machine with coolant twenty litres which continued to leak out into the spill traythe machine was parked up for the evening at the location with security provided overnight the machine will be repaired when spares can be provided see detailed description,1,0
6999,"late report a diesel spill was reported in the area where psnk subcontractors refuel diesel heaters it was estimated that two litres of diesel had been spilt in the area incident 30890on twenty-three million, thirty-two thousand and fifteen at approx one thousand, four hundred and thirty the evidence of minor leakage was found at kib contractors territory psnk dsl work area approximately two liters of diesel had been spilt on the ground the client environmental rep noticed the spill and reported this through the emergency number on site the site was attended by the spill response team and the spill was cleaned see detailed description",1,0
611,fluid spill along vehicle pathways isolated spill approx one m diameter and numerous small fifty cm diameter isolated dark patches on surface of outsourced granular base aggregate were observed along vehicle pathways on pad substance emitted bituminous odor outsourced granular base material removed from pad being stored for disposal cleanup of the contaminated area,1,0
24656,"transmission fluid leakage from a bulldozer an unknown quantity of transmission fluid leaked from a bulldozer being used by fshv on r j mcleods access track this spillage affected approximately eighty-six meters of access track between ns fifty-six thousand, three hundred and ninety-six three thousand, seven hundred and sixteen and ns fifty-six thousand, four hundred and seventy-eight three thousand, six hundred and ninety when the leak was noticed fshv operatives immediately created a bund photo one across the track using a digger to scrape the top layers of track this contained the transmission fluid while absorbent pads were deployed absorbent pads were also deployed behind the bulldozer to catch any dripping fluid the area downslope of the spillage was bunded to prevent further flow of transmission oil and absorbent pads were deployed the top 1015mm of contaminated access track was removed and loaded onto an adt prior to transfer to a lined skip this will then be removed from site by a registered waste carrier",1,0
10993,"hard standing contaminated with hydraulic oil believed to be from a mechanical failure of a press head which occured on the 2nd augus on twenty thousand, eight hundred and eighteen a mechanical failure occurred on a presshead located on pad c11 within the afton catchment it was reported there was a connection failure causing the system to lock shut and that no oil was lost from the machine on thirty thousand, eight hundred and eighteen at one thousand, three hundred it was reported to wood that approximately 1m of hardstanding had been identified as contaminated with hydraulic oil a spill kit was immediately deployed at this time it is believed the incident is minor however a wood environmental advisor is attending site to ascertain the extent of the spill and advise on further remedial actions if required",1,0
11667,a small leak was noted within the fuel filter with a small drip every five hundred and ten seconds an oily sheen was noticed on a small puddle in the laydown area of the site the vacex unit was inspected to check for any leaks a small leak was noted within the fuel filter with a small drip every five hundred and ten seconds a drip tray was placed under the leak straight away and the vacex was then removed to a local garage to be repaired the sheen on the puddle was cleared up using the spill kit that was with the vacex once contained and cleared up national grid she hotline and sarah rae were informed as was the project manager gareth shaw no groundwater or surface water sources were impacted by the spill the spill was identified to be diesel a drip tray was placed under the leak straight away and the vacex was then removed to a local garage to be repaired the sheen on the puddle was cleared up using the spill kit that was with the vacex once contained and cleared up national grid she hotline and sarah rae were informed as was the project manager gareth shaw,1,0
26329,100ml spill of diesel during refuelling 100ml spill of diesel to grade during refuelling from the fuel truck to heavy plant spill was cleaned up immediately spill cleaned up and contaminated materials disposed of in correct manner,1,0
7349,a worker assisting in the installation of a hydraulic rock hammer onto an excavator had hydraulic oil contact his face incident 28705a worker was assisting with the installation of a new hydraulic hammer onto a rental excavator as the worker was removing the caps from the hydraulic lines a small amount of pressure had built up causing the a small burst of fluid to exit the line and made contact with the workers face see detailed description,1,0
43904,"struck by discharged object or substance an employee was using a torque head to set the pressure in a hydraulic hose to one thousand, seven hundred and twenty-five psi when the hose formed a pinhole and injected hydraulic oil into the employee right index finger",1,0
7995,"oily water substance leaked to soil from the crane approximately 100ml sub contractor lcr cranes had been assisting on the moro b camp extension when the operator had noticed smoke coming from crane the operator had shut crane down and upon visual inspection traced the leak to the exhaust manifold area leak to soil estimated at 100ml mechanic at the work location had been able to assist in the inspectionclient safety team pmt had been informed of the incident maintenance to identify the source of the leak and repairat one thousand, one hundred and thirty after the crane had cooled contaminated soil was gathered for disposal",1,0
717,excavator p1995 had a hose fitting fail resulting in approximately 2l hydraulic oil going to soil whilst working at frow kp5 excavator p1995 had a hose fitting fail resulting in approximately 2l hydraulic oil going to soil contaminated material collected for disposal maintenance to inspect the machine and repair,1,0
1181,late report due to it outagesdiesel leak to grade overnight from contractor plant incident 40049diesel spill during early preparation works for hydrotesting by our subcontractor baker hughes their compressor skid developed a small leak with a spill to grade of approximately thirty-five litres spill kits available on site and utilised to contain spill area cleaned up and waste packed for surrendering to twm on site waste contractor for disposal equipment isolated and repairs underway see detailed description,1,0
20697,small hydraulic spill and dump truck bed tipped over a subcontractor super10 end dump truck bed tipped over while unloading import fill material the truck was on the flat even runway surface there was no appreciable wind and dump was within a culdesac of import fill a small hydraulic spill less than two gallons from the piston was contained and stockpiled no injury or impact to any individual contaminated soil was stockpiled stand down at site and incident investigation,1,0
