,text,pred,rule_book
1382,fugitive dust outside property line on wednesday jun 22nd two thousand and twenty-two at 1030am project received the visit of a county inspector regarding a complaint brought by a citizen of the community due to fugitive dust the citizen had contacted a senator which contacted the county inspector when county inspector arrived at the location to address the complaint it was observed that the fugitive dust had been dissipated passed project property line which is a deviation from project dust control plan the county inspector issued a verbal stop work until conditions comply with approved dust control plan the actual severity is an a1 since the verbal stop has a minimal reversible environmental impact with no impact on business operations or reputation the potential severity is an a2 due to possibility of becoming a minor pollution with no lasting impact on business reputation wood stopped united grading dirt moving operations for the day immediate action of wood having a second water truck to assist united but united replacing their current water truck not street legal to drive depends on rain events to fill up with water from basins with two four thousand gals water truck that are street legal and can drive to other blocks ponds to fill them with water a permanent solution that will begin on the week of june 27th two thousand and twenty-two is seedingstrawing by united to keep the dust down,1,0
1611,during an excavation activity the excavator bucket broke a pvc pipe following the pipe rupture there was a liquid leak on june 9th a team of civil workers was engaged in excavation and earthmoving activities in the area of the tank farm around three p m the excavator bucket sheared a ple pipe a clear odorless liquid came out the workers immediately stopped their activities and informed wood team of the event wood team after conducting a site inspection contacted the customer to find out the service of the damaged pipe as per procedure all activities in the area were stopped and the client was informed of the event random tests were conducted to analyze the contents of the spilled liquid as the nature of the broken pipe has not yet been traced,1,0
1729,pd grader makes contact with bollard a grader was travelling through the airlock and made contact with a steel crash gate bollard resulting in damage to the bollard no injuries were sustained and no personnel were in the immediate vicinity incident was reported area made safe and grader operator taken for d a testing,1,0
1782,cp20220055 pd tisdale power cable caught on bus tisdale bus contacted a cable and anchor that was connected to the trailer tisdale contacted wood hsse wood hsse advisor contacted wood const coordinator and informed him of the incident wood const coordinator first on scene and he then met with the driver and tisdale supervisor canadian model followed and an investigation was initiated,1,0
2094,other contractor was moving excavator underneath an overhead power line power line arced no injuries minor damage at aproximatly seven hundred and thirty pm end of shift operator was smoothing ground with a pc four hundred and ninety excavator back to staging area operator thought he was clear of oh line and swung boom of excavator too close to the fourteen thousand volt oh line causing an arc from the oh line to the excavator after the arc occurred the operator grounded bucket of machine and tracked away from the line and shut machine down operator indicated that he knew the line was there but misjudged the distance to the line when he swung the bucket operator was evaluated for health concerns none reported operator left site with remiander of crew utility was contacted consumers energy consumers energy came to site it was determined that the weather cover of the oh line was damaged but not presenting a safety hazard oh line needed repair to the weatherproofing and sheething line itself conductor was undammaged machine moved away from line and grounded employee evaluated for injuries utility contacted,1,0
2177,projectile from zero turn mower hit a panel may 5th two thousand and twenty-two at approximately 1250pm a zero turn lawnmower was cutting grass in the arrays when it came across a rut that was hidden due to heavy vegetation as the mower crossed over the hidden rut its mowing deck came in contact with the peak of said rut causing flying debris to damage a panel the actual severity rating is an a1 due to the damage of the module being less than 10k the potential severity rating also was an a1 as there was no potential for further damage nor risk of injury to personnel as there was no one in the area when the damage occurred operator immediately notified the general foreman the general foreman notified site safety and strata investigation protocols were initiated,1,0
2179,module damaged by trench roller strobe light on may 5th two thousand and twenty-two at approximately 825am a crew was in the process of rotating panels so that they could dump dirt and commence rill repair while doing so an operator realized the trench roller was to close to the panels in the process of moving the trench roller the operator bumped the remote in the wrong direction causing the strobe light on top of the equipment to make contact with the bottom of the panel causing a small dent in the frame the actual severity rating is an a1 due to the damage of the module being less than 10k the potential severity rating also was an a1 as there was no potential for further damage nor risk of injury to personnel as there was no one in the area when the damage occurred operator immediately notified the foreman the foreman immediately notified the gf and site safety strata was also notified and stated the panel did not need to be replaced investigation protocols were initiated,1,0
2194,while decommissioning the evans city pa laydown yard logistics coordinator notified hsse and operations of oil staining from dormant tank a team of wood employees were dispatched to set up straw and hay bales and other spill prevention booms a local environmental cleanup vendor has been notified and is on site assisting with cleanup hsse and operations are in close contact with logistics on investigation details and plans forward this has been classified as an a1 actual with an a3 potential a team of wood employees were dispatched to set up straw and hay bales and other spill prevention booms a local environmental cleanup vendor has been notified and is on site assisting with cleanup hsse and operations are in close contact with logisitcs on investigation details and plans forward,1,0
2284,damaged a pvc irrigation line during soil sampling by hand auger no injuries damaged a pvc irrigation line during soil sampling by hand auger line was not marked by eight hundred and eleven call or private utility locate notified site maintenance,1,0
2360,underground electrical line struck by trencher while trenching alongside the roadway an operator on a vermeer ride on trencher struck an underground power line actual a2 due to damage expected to be well over 10k and no injuries potential b5 since there was an arc from live electric line there was potential of fatality operator immediately retracted the trencher and managementsafety of both whitingturner and kelchner were notified location was secured and power company was called to come out and deenergize and repair lines witness statements were taken and operator was taken for a post incident drugalcohol test,1,1
2391,marked communication lines we struck on the north side of the middle entrance with a grinder by the operator at 150pm marked fiber lines were struck on the north side of the middle entrance with a grinder by the operator operator verified that he was mistakenly in the incorrect area after walking site down with foreman to review existing utilities actual listed as an a1 was damage of communication line expected loss less than 10k potential listed as an a2 based on the potential of more significant damage however the likelihood of above or beyond firstaid is low operations were stopped and managementsafety for both whitngturner and wood were contacted immediately at t was contact by the client,1,0
