,text,pred,rule_book
10101,in the process of excavating an eight low pressure sixty psi gathering line was struck with a backhoe rear bucket the task was for the operator and spotter to widen excavation with a backhoe the purpose was to reroute one of two three fiberglass lines to a production separator the three fiberglass lines had been previously identified by hydrovac and are running north to south in the process of performing such task the wood team struck and damaged an unidentified oxy owned low pressure sixty psi eight carbon steel gathering line running east to west one call was in place hydrovac was in place oxy construction reps used a line finder in the immediate area and line was still not identified update line was shut in by client shortly after line strike occurred and repair was made client oxy decided to use a repair clamp for repair estimated repair cost seven thousand the work area was evacuated immediately client was notified client shut in line and repair was made shortly after repair clamp was installed for repair,1,0
2652,employee was digging in a tight area and made contract with and broke insulation on vessel no employee injury no damage to equipment or vessel only insulation damage incident 36550employees were tasked with digging for ground tails the ground was frozen so they decided to use the miniex the area was congested between a vessel and cooler and they were digging at an odd angle when the operator dug and tried to pull up a frozen piece it caused the mini ex to move forward causing contact with the insulation she will on the vessel no damage was made to the vessel only the insulation she will the miniex also has no damage the spotter was on the bucket end ensuring no contact with the coolers and not in the pinch area the operator was not inured vessel and coolers were not in service as we are in the construction phase see detailed description,1,0
7851,during safety valve testing a bleed valve was left open and some hydrocarbons were released into environment annual bsee inspection performing esd test and checking safety valves while checking ssv and fsv the bleed valve was left open the ssv was closed back immediately but some hydrocarbons were released on the sell head grating and deck below well was secured bleed valve was closed and plug was installed on the bleed valve no injuries occurred well was secured bleed valve was closed and plug was installed on the bleed valve no injuries occurred,1,0
7564,cold work permit hira did not capture all task hazards and controls associated with work environment incident 28504cold work permit hira did not capture all task hazards and controls associated with work environment task suspended permit is to be revised before work can continue summary of incidentduring permit sign on area authority raised concern that the work environment within the shale chute may have potential to be classified as cse immediate actions the permit was not signed on and the task was suspended the shale chute is three 6m deep x 20m plus long 600mm wide and the top section is open to atmosphere at the base of the chute there is a 400mm drain spool which falls 7m to production deck and is connected to the cutting caisson which is open at its base to the ocean several days earlier during the initial entry the area operator had reviewed the work environment and determined that the area was not cse this determination was based on the following the caisson connected to the chute has previously been used for depositing drilling cuttings such as mud and rocks there is no history or presence of h2s there is 30m of separation between the work front and the water column although there are signs of corrosion within the shale chute it was thought that oxygen displacement did not represent a health risk as the top was open to atmosphere however to mitigate any potential exposure personnel entering the work area wore personal gas detectors there are several open drains within the drilling module which are connected to the chute however there are nil liquids stored which could represent a risk of migration into the work area the risk assessment did however identify that access and egress to the enclosure was restrictive and the area was classified as limited access as a result several hira control measures were captured to mitigate those hazards associated with rescue of personnel although the work groups and operations team members reviewed the task and identified additional controls to work within the enclosure these were not formally captured on the permit hira there was no formal evidence completed cse checklist to demonstrate the process and considerations used to determinejustify that the work environment was not classified as cse however these considerations were taken into account in determining that it was not cse and resulted in the limited access assessment no gas test was conducted to verify the atmosphere prior to personnel entering the space as it was assessed as no potential for oxygen deficiency due to being previously cleanedout caisson breathes with wave and tidal movement open top local knowledge of previous use had not been used since drilling last performed on rankin the requirements to work within the chute was due to the identification of structural steel corrosion impacting the installation of the psv main structure support and was a reactive request using the wel guidelines and australian standards the area was determined as non confined space a gas test conducted post incident indicated that oxygen level and carbon dioxide within safe working limits during the building of the permit to enter the shale chute other permits for work in location were reviewed to determine whether there were any restriction or classification on entry one permit for the task of cleaning out the shale chute a few months earlier did not detail cse it appears that this earlier permit has formed some of the basis and influenced the decision making process to determine the area as no cse note the attached human factors analysis was conducted addressing the area authority decision to sign the permit on in the field recommendations capture the determination of a confined space and how controls should be implemented and documented see attached supporting information from gary odgers relating to confined space consideration during permitry key learning tasks involving entry into voids and partially enclosed spaces need to be thoroughly reviewed to ensure that all the risk associated are verified fully understood and appropriate controls documented and communicated the operator demonstrated a strong safety culture of speaking up and challenging the scope even though the work had been conducted within the space previously see detailed description,1,0
8304,ip felt sharp pain in his back as he was loading up a flatbed van the ip was tasked to load up a flatbed van with scaffold kit that was needed to build a haki staircase he went to pick up a 2m stair flight which was allegedly positioned waist high he picked it up and placed it on his right shoulder and carried it approx 10m to the van as he slightly twisted to take the stair flight onto the flatbed he felt a sharp pain in his back he placed the stair flight onto the flatbed and stretched hoping that the pain would go away he continued to carry kit onto the flatbed and at approx one thousand and fifty he informed his supervisor about the incident he successfully completed the d a test and did not want medical attention as the pain was not severe enough he went back to work after reporting the incident the ip was drug and alcohol tested which he had passed post incident and completed a witness statement he was also asked about the severity of his back pain and been offered medical attention to which he turned down and went back to work as he did not feel that the pain was severe,1,0
6401,"our m e i crew reported that after completion of 12mth pm on steam turbine while commissioning a small oil leak found on the impulse line connection to the pr transmitter was immediately attended the leak was due intricate connecting orientation incident 30655this is the report by e i lead guy twenty million, sixty-two thousand and sixteen we do utk01 turbine driven compressor calibration and testing and normalize21062016 after mechanical service completion operationwas about tonormalize on that timee i crewfound out that one instrument pdshut824 fitting leaked immediately we check the fitting ferrule not fitted properly in presence of operation we fixed properly and tightened our hse officer shall do the necessary follow up see detailed description",1,0
62964,other fall to lower level six to ten feet an employee was placing material on the roof as part of a retrofit project the employee laid the material down to measure so he could cut it to the proper size the employee then fell about ten feet from the roof causing a broken clavicle fall protection was not utilized at the time,1,0
20042,preventable company vehicle minor damage no injury employee was driving w on 2nd street missed a driveway to turn right stopped and backed up attempting to go to the driveway and hit a car behind the truck that the employee did not see after the truck hit the car both drivers checked their vehicles and checked for injuries the employee showed the other driver the wood insurance card and took a picture of it and of the truck license plate number the employee asked to exchange further information drivers licenses insurance etc but was declined and told to let the insurance companies work it out and and drove off the employee got a picture of the other car before they left internal reporting initiated,1,0
72406,other fall to lower level less than six feet an employee was picking product from a rack sixty-four off the ground the employee stepped back from the pallet on the rack and slipped off striking his leg on the order picker or the pallet and lacerating his right leg just below the knee fall protection was worn at the time,1,0
1681,"pipe spool struck temporary office building on construction site resulting in minor damage incident 39670on the one million, eighty-two thousand and eighteen a crane driver and rigger from universal cranes were moving a 30m pipe spool around the wood compound landside in preparation for transporting airside at coolangatta airport pipe spools were prepared in the onsite fabrication workshop and stored on pipe stands in the adjacent laydown area within the compound during the lift one of the ends of the pipe slightly grazed the end of the temporary office building which was delineated from the shared work zone bypermanent physical barricades the crane was stationary at the time of the lift and the rigger was only changing the direction of pipe using a tag line to provide a safer positioning to allow the load to be walked out via a controlled access road and security checkpoint onto the airside of the airport universal cranes was a wood subcontractor and the crane crew had completed this task multiple times in the past without incident see detailed description",1,0
20900,whilst placing force on a galvanised conduit that had been bent incorrectly ip felt minor pain in his lower back whilst placing force on a galvanised conduit that had been bent incorrectly ip felt minor pain in his lower back supervisor and hse notified ip taken to site medic where he was administered with over the counter pain killers ip returned to work with no restrictions investigation commenced,1,0
12768,contractor worker observed not tied off xylem worker was observed standing on platform of bucket truck without any engineered or fall arrest systems in place worker was subject to approximately nine to ten foot fall worker removed from site for fall protection violation,1,0
20162,office wall and desk damaged by employee monday am a cars employee who works in our tampa office reported damage to a wall between the men and women bathrooms and spray paint sprayed on a desk police were contacted and reviewed building entry records and video surveillance records records show that employee was only one to enter our premises during the time that the damage must have occurred only other person was the one who reported it on monday was interviewed and dismissed as a suspect video shows employee entering the building in normal fashion at about 7pm on sunday but leaving after a few minutes with toilet paper and a blue pouch these hold keys and items for trucks a few minutes later employee is seen reentering the building and leaves again after just a few minutes this time does not have the blue pouch and leaves very hurriedly video shows employee almost running with shoulder hitting the door first as employee goes through when interviewed by police employee stated that had been out walking dog on sunday afternoon and had stopped by the office when the officers pointed out that video showed employee entering after dark at about 7pm employee stated that it must have been later than thought no dog is seen on any exterior video when asked why returned to office stated had started to drive away and realized left cell phone in the building so had to retrieve it employee denies doing any damage and did not observe any damage employee has no explanation as to how it could have happened even though only one to have entered the office during the time the damage occurred other than the one who reported it after the interview the senior detective stated to supervisor was sure employee interviewed was the guilty party based on the evidence and reactions during the interview supervisor also stated felt that employee was lying when employee entered office and noticed vandalism reported to supervisor police were notified and investigation was initiated,1,0
20517,whilst leaving the site a piece of wire on a low bed truck caught a fence post at perimeter gate seven bending the fence post whilst leaving the site a piece of wire on a low bed truck working for a fdhjv subcontractor caught a fence post at perimeter gate seven bending the fence post and caused fence to lean to one side the entrance continues to have a epc contractor security presence controlling accessegress the fence was realigned and work started to straighten the post area barricaded fdh jv will need complete repair the fence post prior to amec foster wheeler subcontractor eventually taking over control full investigation underway by epc contractor as controlling entity of this gate amec foster wheeler to scrutinize findings,1,0
4707,report only due to the ic contracted through client woodside safety helmet caught on caution tape while egressing mod ten cvap area and dislodged into the ocean incident 32401report only due to the ic contracted through client woodside safety helmet caught on caution tape while egressing mod ten cvap area and dislodged into the ocean immediate action reported immediately to operations ccrsafety helmet in water incident reported by brs supervisor to bfp hse advisor at twelve 25pmas the involved person ip was ascending the stairs he ducked to go under the caution tape to the area being worked in in the process of doing this the caution tape has clipped his helmet lamp and flicked the helmet from his head over the side and lost to ocean the caution tape was set just above eye level so as not to impede access to the stairs however highlighting the hazards in the immediate area the ip immediately made contact with the central control room ccr to advise and report the event the ccr asked if the helmet was retrievable however it had sunk the ccr then advised for another individual to source a new helmet and remain at their current location the event was then reported to projects supervision mal hockey brs health safety environmental representative was involved in the investigation process see detailed description,1,0
6559,incorrect permit being used for activity and task description within the permit to work did not accurately reflect the activity taking place incident 30649a site engineering instruction was raised for a requirement to add pipe supports to a bulk system piping above the bulktanks situated on the east side of the drilling support module dsm a hot work permit was raised to fabricate field fit and weld supports on a six pipeline atask ofremoving a pipe support no stj0021 from a six butterfly valve by removing 4x22mm cap screws was undertaken under the hot work permit while removing the cap screws it was identified the six line had been undergoing system testing by the commissioning team and was under sixty psi air pressure the cap screws which had been removed was the bottom set there was no leak of containment and the cap screws was immediately replaced see detailed description,1,0
6381,crane boom came into contact with pipe in pipe rack incident 30690while picking a piece of pipe the crane boom came into contact with a pipe in the pipe rack the operator was being signaled to raise the boom and hold the load the operator accidentally lowered the boom contacting the pipe with the boom the operator then proceeded to continue working i was informed by an observer that he had witnessed the incident and reported it to the crane operator the witness then told a supervisor and i was informed at that time we stopped work and initiated an investigation see detailed description,1,0
13958,individual underneath gratings to secure base plate of pipe a member of the work party was found working underneath gratings which was outwith the permit all work was stopped permits withdrawn and stand down carried out with night shift dayshift were stood down the next day permit authority for the task was placed back on days and stopped from taking anymore permits until investigation is completed,1,0
5374,icon building wg kl office has been evacuated a result of water damage throughout the building due to a ruptured water tank located on the roof incident 31698icon building wg kl office has been evacuated as a result of water damage throughout the building due to a ruptured water tank located on the roof the internal of the building sustained minor water damage with the majority of the water being dispersed down the closest emergency stairwell to the ruptured tank all are employees are accounted for and are either working from home or have been stood down until monday morning a number of staff will be accessing the building on the weekend to bring the servers back on line see detailed description,1,0
18098,one end of the transport beam slipped off the elephant support and landed on the ground while lifting the par module a cc2800 600t crawler crane was carrying out a lift of par module b fifty-five 38t the par was resting on transport beams which in turn were supported on elephant support structures as the load was raised to check the balance the par slewed slightly and made contact with a transport beam one end of the transport beam slipped off the elephant support and landed on the ground the area was fully barricade and safety by distance was practiced by the lifting crew as the load was raised no person was in the line of fire the lift was stopped and the load was stabilise woodthem smes conducted an assessment with twc and gave approval for the lift to continue the lift was completed safely stopped work initiated investigation process carried out an onsite assessment of the lift,1,0
1899,40t offroad haul truck articulating bed turned over in spoil pile when the edge of spoil pile gave way whilst operator was backing resulting in incident incident 3831840t offroad haul truck articulating bed turnedover in spoil pile when the edge of spoil pile gave way whilst operator wasbacking adjacent to the edge resulting in incident operator cab was not compromised and remainedupright spoils in truck were evacuated and dump bed was righted by track hoe notifications and reports were generated operator was sent off site for daanalysis no property damage occurred the spoil pile area is a control zonethus there was no employee compromise see detailed description,1,0
7531,aborted landing on the beatrice bravo due to a fibreglass box lid observed on helideck incident 28523the planned beatrice bravo intervention flight of the 10th january two thousand and sixteen the flight departed beatrice alpha at approximately nine hundred and forty-five and proceeded over to beatrice bravo taking approximately five minute flight time the normal process was followed whereby the flight circles the platform prior to landing looking for any potential hazard this is carried out by the helicopter pilots and the passengers prior to landing on the bravo helideck at nine fifty the hlo who was checking the platform from his window observed a fibreglass box lid on the east side of the bravo helideck he informed the pilots and had a brief discussion with them regarding what the lid was and what it was made of the pilots then proceeded to circle around for another look during this time the hlo informed the bravo oim of the situation the pilots reviewed the situation and decided that it was unsafe to attempt a landing and proceeded back to beatrice alpha on arrival on beatrice alpha one of the pilot came explained the reasons for their decision it was pointed out that the down wash from the rotors may dislodge the lid from the deck and it may then circulate back up into the rotors the beatrice bravo oim and the pilot then proceeded down to explain the situation to the field oim all parties were in total agreement that safety was priority and it was the correct decision to abort the landing see detailed description,1,0
10524,small hole in hydraulic hose of a crane in positioning maneuvers to execute man lifting when picking up the stabilizer of a crane truck one of the hydraulic hoses of the left side showed a leak releasing 500cc aprox of hydraulic oil one the supervisor stops the activities in isle n40 sector to start the investigation two corrective actions take place to mitigate enviromental impact driver was asked to move the truck to clear the afected area and then pick up the contaminated soil and take it to the dangerous waste recipient and give the final destination to the authorized place,1,0
19362,fork lift operator bent a fork on the forklift while traveling over rough terrain when the tip of the fork stuck in the ground the fork lift operator caught the tip of the fork in the ground while traveling over rough terrain the operator was carrying the forks low to the ground and when they began to bounce they caught the ground bending the right fork of the forklift actual rating was a1 because there was no injury to the operator and the cost of replacing the bent fork is less than ten thousand the potential is a1 because the damage was limited to the fork itself and the cost will not exceed ten thousand the operator reported the incident to his supervisor and then reported to the wood safety team the operator was given a drug and alcohol screen and was suspended by his supervisor the forklift was taken out of service untili it can be repaired and inspected by a mechanic,1,0
10353,"failure to provide appropriate documentation to colorado air pollution control division on twelve million, one hundred and eighty-two thousand and eighteen the department of colorado air pollution control division came to our western slope division office in de beque colorado to verify compliance of our construction air permit permit was valid request for additional documentation was sent to the de beque office for materials used during the previous three years please see attached letter from the colorado air pollution control division documentation was gathered to be submitted to the colorado air pollution control division",1,0
997,two workers were driving from rio to macae and had a car accident they were behind a bus in the highway when the bus suddenly stopped and despite using the abs breaks they could not stop and hit the bus just a first aid for one of the workers incident 40225the workers were driving on the highway rj one hundred and six city and when going through rio das ostras city they were beside abus who was wrongly at the right lane dedicated to the cars which would turn back on the left the bus driver after perceiving he was in the wrong lane suddenly made a move turning into the left tot he position in front of the workers lane and made an abrupt stop the drivertried to stop the vehicle and despite slowing the car downa lot using the abs brakes andtrying to move the car to the left they ended up colliding in the back of the bus they were using the seat belts and did not suffer any major injury the driver was ok and the other worker suffered just minor cut on his nose and felt some pain on his chest he went to the hotel and at this time the onshore team had been advised about the incident it was scheduled a medical appointment for the worker who was examined on the same day and received only first aid care considered as ok and fit to go back to his normal duties if they were not using seat belts and the car did not have abs breaks the consequences could have been worse see detailed description,1,0
20109,cp20210013 pd nanjv rock truck slid into loader as loader operator was driving down the road the loader lost traction and slid down the hill and into ditch contact was made to the supervisor about the situation a loaded rock truck attempted to drive past the scene and up the hill on the other side but slid back down the hill rock truck driver then attempted to back up the other side of hill to get out of situation but failed and lost traction slid down the hill contacting counterweight of loader no injuries sustained work was stopped and scene frozen tmf road was shut down canadian model was followed,1,0
6140,"ip slippedtripped on stairwell sticking his back incident 30926the ip was descending down a ships stairwell whilst doing soip failed to notice a piece of cardboard that was lying on the stair as he stepped on the cardboard it caused him to slip and fall with his back striking the edge of the stair the ip reported to his supervisor and attended the medical centre where he received first aid andwas given an ice pack to place on his back to relieve the pain the ip also provided a sample of breath and urine for d a analysis both returned negative and he returned back to work the ip was given light duties for the remainder of his shift and returned to normal duties the following day the babcock area manager was notified and the anti slip treads were to be checked and replaced if required a safety alert was reissued to all at rosyth on the hazards of ships stairwells originally sent out two hundred thousand, six hundred and sixteen see detailed description",1,0
12766,fall protection violation employee was witnessed climbing the slanted duct work without being tied off employee removed from site,1,0
24078,"employee was merging back into traffic when they side swiped the passenger side of another vehicle at approx one thousand, seven hundred and thirty employee was driving back to their hotel after completing the basic plus training course in the houston area while driving their gps misguided them to take a right turn into a parking lot upon approaching the parking lot the driver noticed that it was locked and barricaded and therefore did not completely enter resulting in the employees rental vehicle being parrelle to the road they had just come off of the driver then reapproached traffic flow but ended up making contact with another vehicles right passenger side causing dents and scratches the employee rental vehicle was damaged on the left front bumper and headlight employee and other person pulled over to immediately to the side of the road to assess damage and exchange information both vehicles were still functional and neither party were injured the other party suggested that it was not necessary to call law enforcement however the wood employee manager was called during the incident for support the manager then called the houston police to see if a report needed to be conducted and it was concluded that it was not necessary however to exchange information and to take photographs since medical attentional was not required by either party upon exchanging information the employee then left the scene and followed up with their car insurance provider when they safely arrived back to their hotel car rental company was informed on sunday at drop off",1,0
9216,safe systems of work breach ptw four members of a hot work crew working at 4c11 did not return their work permit at the end of the shift the task was a routine maintenance job that was scheduled to be completed over several days work began under a general work authority gwa to set up the job site and construct a spark containment shelter in preparation for hot work the welder later obtained the hot work permit from area east permit desk and personal isolation locks were attached prior to commencing work all team members had signed onto the permit and it was placed on the dashboard of the vehicle parked at the job site as it had the welding generator onboard once work was completed the fire watch person engaged with the field operator to complete the field check on the permit which he then placed back into a job folder on the dashboard of the vehicle the fire watch person was being proactive and thought the original permit receiver was aware of his action but did not tell anyone at the time the team had removed their personal isolation locks after the field check was completed and before leaving the work area four members of the work team had exited to the east of road eleven in two separate vehicles one vehicle returning to wynnum gardens was driven by the permit receiver who inadvertently had the ptw the remaining three team members one of which obtained the field check drove a different vehicle towards the projects insulation she would to drop of tools and material before returning the wynnum gardens before leaving site no team discussion was held to verify who was returning the permit or collected their ptw cards from the permit receiver before leaving site work team members did not make contact until the preprestart team meeting the next day it was not until the next morning during the prestart team meeting when team members began asking the permit receiver for their ptw cards that they realized no one had returned the permit for works completed the previous day the supervisor was notified and contacted caltex operations to discuss the incident wood supervisor arranged meeting with caltex operations permit desk to discuss incidentundertake investigation of the ptw breach incident,1,0
