,text,pred,rule_book
11062,"two workers rescued from malfunctioned manlift 7ft above ground at one thousand, five hundred two iron workers in a manlift were working on the main entrance outside of the otc building as the men were lowering the basket to the ground the controls malfunctioned causing the basket to lock in an angled position the basket locked in place at approximately a 45degree angle the workers manually stopped the manlift at seven ft above the ground due to the angle of the basket was increasing the further they were descending the ats supervisor witnessed the unsafe condition and notified occucare and wood sshe personnel workers stopped all work and butlercohen initiated the approved rescue plan by utilizing a ladder to assist in lowering the men from the basket one worker was able to disconnect his lanyard from the manlift and safely access the secured ladder to descend to the ground a second manlift came and disconnected the other worker lanyard opposite side from the malfunctioned manlift allowing him to descend safely to the ground six ft below no personnel were injured and equipment was tagged out supervision was notified investigation initiated",1,0
67204,other fall to lower level six to ten feet an employee was on a roof hanging christmas lights along the edge he fell off the edge landing about nine twelve feet below with his heels on the edge of the sidewalk and the fronts of his feet in the grass he suffered two fractured heels and possibly fractures to the left tibia and fibula fall protection was not being worn at the time of the incident,1,0
38170,fall or jump curtailed by personal fall arrest system an employee had replaced an antenna on a cell phone tower as he was making his way down the inside section of the tower he tried to make his way around an obstacle he went to the outside of the tower to finish the climb down the employee lost his footing and fell approximately forty to fifty feet to the ground suffering a shattered ankle knee damage a swollen right arm and lacerationscontusions to the face he was equipped and wearing fall protection at the time,1,0
69312,other fall to lower level six to ten feet three employees were constructing a dugout in a baseball stadium they were on top of the dugout laying decking down one of the employees picked up a panel and a gust of wind took him and blew him off the dugout roof he fell ten feet landing on a pile of packed dirt and breaking his hip fall protection was not being worn at the time,1,0
11536,tightening of bolts on live system without a permit wood employee was working in a live area without a permit work immediately stopped and investigation initiated,1,0
2387,a crew was performing rigging operations and was utilizing a fall protection cheater to secure a ratchet hoist to a beam this is in violation of company and client fall protection and rigging procedures work was stopped and the investigation began incident 37852a wood group maintenance firewater crew was performing work in a cooling tower for the purpose of making a visual inspection and any necessary repairs during process of work a client hsse inspection was conducted and discovered that a fall protection cheater was being used to secure a ratchet hoist to a beam fall protection device used in a rigging practice the work was stopped and an investigation began see detailed description,1,0
13574,burnt out vacuum cleaner as the crew was making their way down the tunnel coring they changed their power source to the next closest receptacle to their work area they plugged their shop vac into the power source continued with the task and the shop vac quit the workers thought the vacuum cleaner was worn out from continuous use plugged in another on which quit as well the workers call sec electricians to test the receptacle and they concluded that there was 200v wired to the receptacle rather than 110v electricians were notified tested voltage in all other outlets to be used and tagged out the faulty outlet the damaged vacuum cleaners were tagged out and removed from service amc and hatch were notified,1,0
73034,other fall to lower level eleven to fifteen feet an employee was working with another employee on top of an oil storage tank at a field site dismantling piping and attachments to the tank they had removed a piece of 4inch vent piping and were attempting to throw the pipe to the ground while they were throwing the pipe from the tank top the pipe caught the harness of the injured employee causing him to fall fifteen feet to the ground he broke his right wrist and pelvis the employee fall protection harness was not tied off at the time of the incident,1,0
15622,incorrect fall protection selected for task on 24th march two thousand and sixteen a nightshift commissioning team were given the task to carry out the disconnection of the floatel supplied utilities from the floatel victory to the clair ridge quid platform under work control certificate wcc19811 at approximately two thousand and forty-five a scaffolder approached the work party working on the water hose disconnection on the north east gangway landing area with concerns regarding the commissioning techs anchor point as he had anchored onto the stairwell handrail of the gangway the work party proceeded on the diesel hose disconnection on the gangway landing area north west when another intervention was carried out by the working at height coordinator regarding the working at height equipment they were wearing for the task and the anchor point they were using the working at height coordinator informed the work party that they should be wearing fall restraint equipment as opposed to fall arrest as the area they were working had an edge that they could potentially fall off the working at height coordinator then rigged up the correct equipment for them to complete the task and then derigged the equipment on completion of the task intervention was carried out by the working at height coordinator who stopped the job and changed out the fall protection equipment for the individual to the correct specification no potential for fall from height incorrect combination of fall prevention equipment being worn,1,0
47867,other fall to lower level more than thirty feet an employee was performing decking work and fell approximately thirty feet while moving from one work area to another the employee suffered broken facial bones the employee was wearing fall protection at the time,1,0
55339,fall through surface or existing opening eleven to fifteen feet while working and walking on a flat roof an employee fell through a skylight and metal decking that were being removed the employee fell approximately eleven feet onto grocery carts below requiring hospitalization for multiple fractures fall protection was not used at the time,1,0
13629,during the excavation of a trial pit a metal pipe was unearthed possibly redundant during the excavation of a trial pit a metal pipe was unearthed the pipe was approximately 5cm diameter the trial pit location had been cat and gpr scanned cleared for excavation there was nothing recorded on the site plans and therefore may be a redundant service the trial pit was abandoned the service was recorded and then the trial pit was infilled the trial pit was abandoned the service was recorded and then the trial pit was infilled,1,0
47925,other fall to lower level eleven to fifteen feet an employee fell approximately fifteen feet from the roof while working the employee suffered a broken collar bone broken ribs a collapsed lung and a concussion the employee was not using fall protection at the time,1,0
55556,other fall to lower level eleven to fifteen feet an employee fell approximately thirteen feet while connecting plates and was hospitalized fall protection was worn but not tied off at the time,1,0
