,text,pred,rule_book
1324,hdd drilling rig experienced a reduced volume of returns during horizontal directional drilling hdd activities from angore wpc to the angore threeways communication tower the hdd drilling rig experienced a reduced volume of returns water ninety-six bentonite four mix on location at angore wpc this resulted in surface seepage along a section of the hdd line between wpc the angore threeways communication tower site personnel were made aware of a surface seepage location and attended the location to verify same,1,0
1374,hyd oil spill zero 015l of biodegradable hyd oil from crimper unit pp two hundred and forty-one spill of approximately zero 015l of biodegradable hydraulic oil from a crimper unit on drilling equipment pp two hundred and forty-one attached to spider excavator pp two hundred and forty-seven the hydraulic oil was leaking out of the crimper and onto the ground when it was noticed by the driller the equipment was immediately shut down by the driller when he noticed the spill driller notified the spider operator and site supervisor the riggers placed absorbent pads under the leak to contain further spill onto the ground surface and peat moss absorbent sawdust was spread over the contaminated ground surface to absorb the hydraulic oil spill absorbent pads and duct tape were used to cap off the source of the leak and mechanic was requested the mechanic on site isolated the source of the leak and the spider excavator was moved uphill to a safer location from there the mechanic will trouble shoot the mechanical issue and have it resolved the soaked peat moss sawdust on the ground was scraped with shovels and bagged and the contaminated soil was also removed and bagged further clean up of equipment body with absorbent pads was done appropriately and waste placed into contaminated waste bags the bagged contaminated sawdust soil and absorbent pads were transported back to moro x and stored in the dg bunded container,1,1
1396,"hyd oil spill zero 05l of biodegradable hyd oil from hydro veac unit on laurini pp two hundred and fifty spill of approximately zero five l biodegradable hydraulic oil from hydro vac unit mounted on the laurini mule trax two thousand, four hundred pp two hundred and fifty leaked onto the secondary containment and slowly dripped onto the ground the oil leak on the ground was noticed by an excavator operator who was walking behind the equipment and the laurini operator was advised to shut down the because of the spill was due to a loose hydraulic connection to one of the hydraulic pumps coming loose because of equipment vibration the equipment was immediately shut down by the operatora drip tray was placed under the leakage to contain further spill onto the ground surface and peat moss absorbent sawdust was spread over the contaminated ground surface to absorb the hydraulic oil the mechanic on site came over and tightened the connection the soaked peat moss sawdust on the ground was scraped with shovels and bagged and the contaminated soil was also removed and bagged further clean up of equipment secondary containment with peat moss absorbent sawdust and absorbent pads was done effectively and waste placed into contaminated waste bags the bagged contaminated sawdust soil and absorbent pads were transported back to moro x and stored in the dg bunded container",1,1
1398,ewp hydraulic fitting has sustained damage and ewp has been inadvertently driven whilst damaged whilst attempting to set up to move an ewp with a franna crane a chain hook has caught on an ewp hydraulic fitting damaging the fitting after the initial event scee electricians attempted to move the ewp causing a hydraulic leak incident reported to supervisors and scee safety pads placed to absorb hydraulic fluid,1,1
1468,spill of approximately zero five l hydraulic oil from a drilling equipment pp two hundred and thirty-six attached to spider excavator pp two hundred and forty-four spill of approximately zero five l hydraulic oil from a drilling equipment pp two hundred and thirty-six attached to spider excavator pp two hundred and forty-four approximately zero 05l had dripped onto the ground surface when it was noticed by one of the roustabouts the because of the spill was due to wear and tear of the fitting weather condition was finesunny with no rain the spill was confined to the micro pile trench and hence no impact to the existing stormwater drainages or ecological impact at the time of incident the equipment was immediately shut down by the operator when a roustabout noticed the spill and site supervisor was notified a drip tray was placed under the leakage to contain further spill onto the ground surface and peat moss absorbent sawdust was spread over the contaminated ground surface to absorb the hydraulic oil the mechanic on site immediately attended to the drilling unit the soaked peat moss sawdust on the ground was scraped with shovels and bagged and the contaminated soil was also removed and bagged further clean up of equipment body with absorbent pads was done appropriately and waste placed into contaminated waste bags the bagged contaminated sawdust soil and absorbent pads were transported back to moro x and stored in the dg bunded container,1,1
1471,water leak from hvac system through ceiling tiles onto monitors and docking stations due to obstruction in the condensate drain line 834am facilities received an email from mike leary with a report on water dripping form ceiling tiles at cubicles u1018e u1019 at around 845am o m facilities team had been at the reported leak location to address this reported emergency situation a quick investigation showed that the reported leak was caused by an hvac roof top unit located directly above cubicle u1019ne within an hour or so the hvac issue was addressed and resolved the water around the area was mopped up and furniture was allowed to dry the damaged ceiling tiles were replaced no employees laptops or desktops were present in these cubicles or nearby hvac issue resolved inspected other hvac units in the building incident investigation underway,1,0
1587,hyd oil spilll zero 15l of biodegradable hyd oil from a bob cat skid steer pp two hundred and five spill of approximately zero fifteen l of panolin biodegradable hydraulic oil from a bob cat skid steer pp two hundred and five when moving tools and equipment from the winch pad to the laydown area spill of approximately zero 15l of panolin biodegradable hydraulic oil from a bob cat skid steer pp two hundred and five when moving tools and equipment from the winch pad to the laydown area approximately zero fifteen l dripped onto the access road ground surface from the end of yellow zone three to yellow zone two weather condition was finesunny with no rain a drip tray was placed under the belly compartment of the skid steer to contain further spill onto the ground surface and peat moss absorbent sawdust was spread over the contaminated ground surface to absorb the hydraulic oil the soaked peat moss sawdust on the ground was scraped with shovels and bagged and the contaminated soil from the equipment track was also removed and bagged further clean up of equipment body with absorbent pads and waste placed into contaminated waste bags the bagged contaminated sawdust soil and absorbent pads were transported back to moro x and stored in the dg bunded container while the bucket containing hydraulic oil was temporarily stored in a bund in the site container the hydraulic oil will be transferred into a closed container to be transported to camp six compound for storage into restricted waste ibc tote,1,0
1597,wood winch fell off contractor delivery vehicle at 1208hrs transport company dickinson attended our depot to drop off an empty 40ft trailer for loading and collect a preloaded trailer for delivery to our bishopswood contract on arrival the driver was advised where to drop the empty trailer and given instruction on the loaded trailer while the yard attendant was sorting out the paperwork for the loaded paper the driver parked the unloaded trailer near the loaded trailer unhitched the unloaded trailer and then hooked up to the loaded trailer after hooking up to the loaded trailer the driver realised that he had parked the unloaded trailer to close to the loaded trailer leaving no room for himself to be able to strap the loaded trailer down the driver then moved the loaded trailer with the unsecure load to be able to strap the equipment down and on doing so lost one of our 5t tema winches off the back of the trailer causing damage to the winch yard crew righted the winch using the yard telehandler before it could leak more oil small oil spill cleanedinvestigation commenced with photos taken and initial statement prepared and signed,1,1
1676,wood truck strikes deer employee was returning from his home in colorado to tioga nd in the watford area on hwy eighty-five employee states it was drizzling and it was dark he was driving the speed limit sixty-five mph when a deer jumped in front of the wood truck and he struck the deer on the passenger side front with the grill guard damaging the headlight and bending the hood the deer went over the grill guard and into the passenger side door mirror damaging it as well no damage to the engine compartment he said he pulled over and checked that no fluids were leaking and everything is okay the incident is classified as a b1b2 on the actualpotential severity matrix employee pulled over and assess the damaged vehicle,1,0
1725,"minor environmental petroleum spill at approximately one thousand, seven hundred and forty-five hrs the sub working on b122 had a hydraulic oil release that originated from the overflow relief valve approximately 7gallons of hydraulic oil was released onto the rig and the tarp beneath the rig wood estimates that less one liter of hydraulic oil was released on to the leveling pad fill beneath the rig contaminated material cleaned up for proper disposal hsse notified",1,0
1767,eispill of hydraulic fluid to grade a volvo crane pp069 was travelling towards well pad c from well pad a when a hydraulic hose ruptured resulting in a spill of approximately 10l to grade hydraulic hose replaced and contaminated soil and clean up materials were bagged and disposed of as per the environmental management plan,1,1
1774,cracked windscreen on jcb220 while operator was draining the pad ay da41 a log came up and struck the windscreen causing a crack to the windscreen on jcb two hundred and twenty operator reported to deans foreman,1,0
1934,sub drilled 4ft when gear oil began spraying from head drain plug for top head vibrated out driller began drilling he drilled approximately four feet when gear oil began spraying from the top head the rig geologist notified the wood site safety officer the driller tripped two rods in order to lower the top head to the rig break out table the driller discovered that the drain plug for the top head had vibrated out approx three gallons of gear oil had released cleint notified contaminated material was cleaned up,1,0
1981,minor spillage discover by environmental advisor during routine site visit wood environmental advisor came across a spillage in the form of drips which appeared to have came from diesel the spillage was less than one litre environmental advisor cleaned up the spillage,1,0
2032,rig caught on debris in road damaging hydraulic fluid line causing four gallons of hydraulic fluid spill on ground wood subcontractor was moving cpt rig from one drill site to another onsite the undercarriage of the rig caught on debris or rock in road damaging hydraulic fluid line causing approximately four gallons of hydraulic fluid to spill onto the ground reported to hsse and client subcontractor will clean up by excavating tailings,1,1
2064,oil leak from ewp on roadway the wood work crew were operating a coates hire elevated work platform ewp boom lift at the weighbridge on the eastern road of site whilst they were maneuvering the ewp they noticed a minor oil leak on the roadway of approximately 20ml the crew immediately lowered the ewp to grade the crew inspected the ewp for the leak it was not readily identified the amount spilt was approximately 20ml the spill was immediately cleaned up and reported ewp was moved to the front of site then tagged out and isolated the crew placed a drip tray beneath the area where the leak originated a mechanic from coates hire was contacted and will arrive on site the next day thirteen may seven hundred to identify and repair the leak,1,1
2244,"dumpster truck leaked hydraulic fluid onto ground at approximately one thousand, five hundred and fifteen on may two two thousand and twenty-two a vendor finished dropping off a dumpster when a hydraulic connection failed causing less than one gallon of hydraulic fluid to leak onto the ground the leak was immediately noticed and the machine was stopped environmental swppp was notified and clean up procedures began the actual and potential severity ratings were selected as an a1 due to minimal reversible environmental impact the equipment was shut down environmental was notified clean up procedures immediately took place all contaminated soil and diapers were picked up and disposed of into proper containments",1,1
2257,enm minor hydraulic fluid release from excavator all fluid contained no spill to grade excavator pin detached and the ram on moved out of position hitting the hydraulic hose causing it to dislodge and resulting in hydraulic fluid releasethe hydraulic fluid was contained on inbuilt catchment of the bucketno spill to grade machine shut down incident scene secured team lead notified supervisor hoses were capped off spill containment and recovery using spill kits supervisor notified mechanic to troubleshoot,1,1
2382,"h2o2 release during initial storage tank fill no injuries usp hooked up hose from h2o2 supply truck to a fitting on the fill line on the site h2o2 storage tank and began to fill filled one hundred thousand, two hundred gallons and wood and usp noticed a small leak drips coming from the fill line at the forty-five degree elbow below the check valve usp stopped the fill a fitting on the fill line disconnected at the forty-five degree elbow just belowupstream of the check valve and releasedsprayed twelve gallons of h2o2 in the vicinity it was then noticed that the ball valve abovedownstream of the leakcheck valveelbow had been closed causing a trap for pressure buildup in the fill line belowupstream of the ball valve upon investigation nobody onsite witnessed who closed the ball valve and everyone onsite claim they had not closed it spill kit absorbent was applied to h2o2 on the ground and absorbent was swept up usp contained spent absorbent and removed from site sump in containment pad was filled with water and tank and impacted containment pad surface was rinsed with potable water and rinseate water drained to sump",1,0
2412,"excavator hydraulic hose broke causing less than one gallon of hydraulic fluid to leak onto the ground at approximately one thousand, six hundred and fifteen on april fifteen two thousand and twenty-two electrical operator was backfilling the ac excavation at south pcs six when the top hydraulic hose on the boom of the excavator broke causing less than one gallon of hydraulic fluid to leak onto the ground the leak was immediately noticed and the machine was stop environmental swppp was notified and clean up procedures began the actual severity and potential ratings were selected as an a1 due to minimal reversible environmental impact the equipment was shut down and tagout environmental was notified clean up procedures immediately took place all contaminated soil and diapers were picked up and disposed of into proper containments",1,1
