,text,pred,rule_book
57713,exposure through intact skin eyes or other exposed tissue an employee was changing out an expansion joint with another employee while they were breaking the bolts loose oilbased mud leaked out and burned his skin he was hospitalized,0,1
23358,employee was driving through the facility pad area and stuck a eighteen high rock causing a leak to the front differential employee was driving through the facility pad area and stuck a eighteen high rock causing a leak to the front differential employee was driving toward the south east across the site and the sun was causing a glare on the truck windshield which restricted the employee vision further compromising the employee vision was the fact that the inside of the truck windshield was dirty as was the outside the employee took the time to engage the windshield wipers and hit the window with washer fluid but did not take the time to clean the inside of the window it is estimated that the employee was traveling between three and five miles per hour the employee immediately drove the truck to the dry valley maintenance shop and placed a bucket under the differential to catch the leaking gear oil the differential was seeping just a bit and we also placed pig blankets down to absorb the approximate twocups of gear oil that had leaked out hse drove the route the employee to from the incident location to the area were the truck was parked and found no evidence of the spill,0,1
2482,a threading machine rear support became displaced during operation allowing cutting oil approximately one ounce to leak onto the concrete work was stopped notifications were made and the leak was cleaned up per client protocols incident 37733the employee was using pipe threading machine five hundred and thirty-five to thread conduit during the course of the operation the rear support bar became displaced from its location allowing thread cutting oil to spray from the opening between the housing and the rear support bar the employee quickly took his foot off of the pedal and powered down the machine he informed his coworker what had occurred and asked that he advise the supervisor the employee surveyed the area and located a spill kit to start clean up efforts approximately less than one ounce of oil sprayed from the machine the oil landed on concrete and was quickly cleaned up operations was advised of the incident the rental company was informed of the malfunctioning machine and removed it for inspection and repair as needed see detailed description,0,1
3526,worker had residual lube oil splash onto uniform when removing a pump no injury was received worker replaced clothing reported to 1st aid where he was given the all clear and returned to work incident 34607a mechanical fitter was removing a psv from a pump the pump and pipe spools were isolated and drained but when he removed the psv some residual lube oil splashed into the spill tray he was using and up onto his shirt there was no injury to the person and he washed himself off changed his shirt and reported to 1st aid where he was given the all clear see detailed description,0,1
21919,automated pump and treat oil spill occurred an d alarm did not sound once notified during weekly visit remote shut off initiated oil spill that occurred in the yard of one of client located on the ball site in sherbrooke quebec our mandate consisted initially to spec and supply a pump treat system unit for underground water contamination the purpose of the system is to separate cutting oil and discharge the treated water to the city storm water sewer system we are now in the portion of our mandate where we are responsible for operation and maintenance we were notified of the oil spill overflowing of the treatment unit las monday we acted quickly by remote stopping the treatment and sending our operator for correction the spill was contained quickly however the client is judging us responsible and asking us to rehabilitate the portion of the yard that was in contact with the oil we estimate ten l of oil was released in the yard with the potential of five t of contaminated soil unfortunately our investigation is pointing to the programming of the alarms where one of the alarm is not resetting itself and preventing other triggers from stopping the operation of the p t unit in case of a malfunction we are exchanging with the equipment supplier for correction remote shut of initiated along with investigation and clean up,0,1
4118,employee slipped and hurt his knee incident 34019the ie was installing a locking pin into the holding tank dump door lug to lock it in place while they searched for a hydraulic leak in the tank he stepped onto the rear suspension approx18 high with his left foot and rested his right knee on the top of the rr fender to reach the pin lug when he moved his right knee to come down his foot slipped off the muddy suspension he struck his knee on the lower corner of the fender and then landed on his feet without completely falling photos are attached with arrows pointing at the areas described the telephone in one photo shows his knee placement on the fender see detailed description,0,1
9826,crane operator was lifting a bundle of six pipes when a short length 25m became dislodged and hit the crane outrigger hydraulics a crane operator was lifting a bundle of six diameter pipes from a trailer using crane tc twenty-seven during the off loading process while swinging the lifted bundle to its landing place at an elevation of approx fifteen meters the short length of six x 25m pipe which was not visible during the slinging operation dislodged causing one end of the twenty-five meter long pipe to lower and touch the ground this resulted in a slight dragging effect which caused the opposite end of the pipe to come free as the second end of the pipe fell the fifteen meters towards the ground it came in contact with one of the out rigger hydraulic hose connections resulting in the connection being damaged and disconnecting the out rigger has a fail safe hydraulic system so no movement happened with the out rigger no oil spill or leak occurred just damage to the hose connection no injury of any kind as riggers were out of the line of fire holding the tag lines investigation on going the lifting operation was immediately stopped and the crane operator contacted the incident to his supervisorthe damaged hose and connection on the out rigger were inspected for any leaking oil none was presentlifting and crane supervisor contacted wood hse team who immediately travelled to the work site to evaluate and take statements from the workers2 x riggers and the crane operator were taken to the clinic for d a testing in accordance with client regulations,0,1
29258,struck or run over by rolling powered vehicle a maintenance employee was inspecting an oil leak on a yard truck used to pull trailers the employee placed their body under the truck by lying on the ground the employee asked another employee to start the truck when the truck started it rolled and pinned the employee between the ground and one of the truck tires the employee was hospitalized,0,1
9659,a release of luke warm hydraulic oil splashed onto workers when removing a pipe fitting at upper yarra a mechanical technician and a mw operator sustained a spray of luke warm hydraulic oil in the upper yarra reservoir outlet tunnel whilst undertaking maintenance works removing a union fitting on pipework details are only limited at this stage however it has been established that there was no injury both personnel were wearing safety glasses and the ring follower valve was chocked to contain the release the ip was splashed in the face however he washed it off in one of the site caretaker house showers leakrelease contained workers washed off the oil,0,1
6585,"sicim civils team improperly stored bitumen covered paint brushes in a makeshift bucket of water this was not placed in a bundbucket was dislodged and water contents spilt to groundbelief that oil was mixed with water led to five thousand, five hundred and fifty-five being called incident 30476sicim civils team improperly stored bitumen covered paint brushes in a makeshift bucket of water this was not placed in a bund bucket was placed beneath plastic sheet on top of a sixty-five litre drum neither were in a bunded areaduring a ncoc operations hse inspection the plastic sheet was pulled and the bucket was dislodged and water contents spilt to groundthe hse believed that this was oil and water and reported it to the emergency spill team by ringing the site emergency number 5555spill team attended and proceded to clean up spillspill was less than two litres of water the bitumen was being applyed to concrete foundations that were then buried into the ground therefore the raw concentrated bitumen is being introduced to the soil as a work practice see detailed description",0,1
6935,"unintentional release of refrigerant from the radio room ac unit incident 30122on twenty thousand, four hundred and sixteen it was reported by the instrument department that the radio room ac unit was not cooling a quick check over by the hvac engineer found the indoor unit to be running but outdoor condensing unit was not operating permits were raised to investigate the issuethe hvac engineer connected manifold gauges to check standing pressure within the system and found the system only had 2psi standing pressure it was apparent that the system had lost the majority of its charge he then carried out a visual check of the system for any signs of leakage and found oil traces on the discharge pipework suction pipework the side of the compressor the area was tested with a snoop to see if anything showed up with the remaining refrigerant charge it was identified there was a leak coming from the discharge pipework t piece this pipe had fractured most likely from vibration during normal operating conditionsdue to the indication of the leakage at 2psi it is estimated this unit has fractured the t piece within the last two weeks the unit is outside and well ventilated with the estimated loss calculated as one hundred and five kgs 2463tco2e the system was then isolated to prevent any unintentional start up causing possible damage to the unita permit was raised for the removal of remaining refrigerant to prevent any further leakage from the system after refrigerant removal the system will be leak tested to positively identify any further leak pathsthis unit is being maintained as per decc regulations the f gas register is up to date and last recorded leak test date was 101115due this unit being less than 30kg a leak test is required on a twelve monthly basis and no faults were reportedhot work repairs are to be carried out once platform restrictions allow see detailed description",0,1
77778,fall on water vehicle while an employee was attempting to change a leaking oring on an excavator hydraulic line a sudden release of hydraulic oil startled the employee the employee fell back off the catwalk and down about eleven feet to the barge below the employee hit a concrete ballast block suffering several broken ribs a broken pelvis in three places a concussion a laceration of the ear a fractured wrist and a broken cheek bone,0,1
1750,"excavator encountered a hydraulic hose failure within the engine housing area incident 38462the excavator driver was in the process of demolishing the canopy roof reinforcing bars at approximately two thousand, two hundred hrs the driver rotated his cab and tracked back to the standing position where he stopped and shutdown the excavator and climbed down from the cab and went round to where the engine housing door was locatedon further investigationit was identified that some oil had leaked from the engine housing onto the tracks it was apparent then that there had been a hydraulic hose failure in the engine housingimmediate corrective actions the rest of the work party were instructed to immediately spread absorbent granules on the track mat the driver was theninstructedto contact the service engineer to mobilise to site to replace the hose thecontrol room was contacted along with thearea authority on what had happenedfollow up actions the engineer surveyed the engine housing hoses but could not identify which hose was burst so he requested the driver to turn over the engine at low revs to pinpoint which hose had failed no further spillage occurred during this operation all that was visible was a fine mist contained in the engine housing he sourced the failed hose and the engine was shut down the engineer proceeded to remove the damaged hose and assembled a new one and added a protective shroud to eliminate chaffing of the new hose the new hose was fitted and tested and no further leaks were found see detailed description",0,1
4047,hb1117 hydraulic fitting leak on starboard crane incident 34089hummingbird fpso saturday 16th june one thousand and thirty hrsduring some routine crane operations using the starboard crane a failure occurred with one of the hydraulic hose fittings on the top of the cranethe crane lifting operations were immediately stopped the lifting bridles were disconnected from the crane and the crane put safely into the rest and then shut down hydraulics isolated oil had ran down to the deck levels below stores level and process deck level which has been contained on deck by the deck crew utilising nearest spill kit to prevent any oil going to an open to sea drain on the process deck level hydraulic oil released was estimated to be three thousand and fifty litres which was contained on the platform on refilling the hpu tank this took thirty-five litres to fill back to the normal working levelclean up of the areas commenced and the hydraulic hose fitting investigatedit was discovered that the fitting on hose hum576 was loose and could be unscrewed by hand following the incident the internal rubber of ring seal was found to have parted inside the hydraulic fittingit is unsure at this time if the fitting was not fully tightened up during installation or if vibration has slackened back the fitting resulting in the release if it had been left slack during fitting this would have leaked beforethe quick actions of the crane operator and the deck crew allowed the crane to be shut down quickly and isolation valve to be closed to prevent further oil releasing from the systemall spill pads etc were cleaned up and the deck was cleaned to ensure no slipping hazard remainedthis has been deemed non reportable as it did not meet the reporting criteria referenced in hseprc1001 hydrocarbon leak reporting and recording procedure be a release of petroleum hydrocarbons and be confirmed and be an unintentional release and result in a fire or explosion or initiate automatic executive action or require the taking of other actions to prevent or limit the potential for death or a specified injury to any person from potential fire or explosion or another hazard not covered by the preceding sections of this guidancethis was also checked against the oil and gas uk supplementary guidance on the reporting of hydrocarbon releases again not meeting any of the criteria to be reportableobservations hydraulic hoses were changed as part of a campaign by chs nor in september two thousand and sixteen dunlop marine were out in may to carry out the routine hose inspection programme which would not have tested the tightness of fittings some wear damage has been found on the other end of the hose where it has been chaffing on a piece of stainless steel bracket this was not picked up on in the dunlop hose inspection in may additional checks on the same hose on the port crane identical system found the same chaffing wear in the same place all hoses on both of the cranes have now been checked and no issues with tightness found see detailed description,0,1
