category,text,dset
*** Not Classified,"a wood group lease operator was brushed on his cheek by a well hut door that fell off causing a small abrasion.  axiom was called.  first aid only. migrated from legacy cairs incident #33491the wood group lease operator was opening the fiberglass well hut door at the cgu fed 11-3-5078 location. as he was pulling the 3ft wide by 4ft tall door to himself, the door fell off the hut toward him. he jumped back, but the door brushed his right cheek causing a small abrasion. he cleansed the area, applied ointment and a band-aide. he called hse to report the incident. axiom was called and a nurse gave the ip first aid measures to follow. migrated from legacy cairs - see detailed description",ORGP
covid,subcontractor communicated a late positive confirmation for covid-19 to site management. subcontractor reported a confirmed positive test for covid-19. the subcontractor employee was placed in isolation.  subcontractor/wood identified those who may have worked in proximity.  appropriate notifications have been completed. there were total of 17 cases reported by this contractor. ,ORGP
covid,"ip tested positive for covid-19 (symptomatic), reported from home.  ip working remotely from home, however, ip reported that flu symptoms developed therefore requested a pcr test. woodkss hsse department arranged a pcr test, test result came positive for covid-19. no close contact people were identified.  ip instructed to selfisolate for 14 days, woodkss management notified. ",ORGP
covid,close contact of positive case individual was identified as a close contact- asymptomatic. isolated in his room for the next ten days,ORGP
*** Not Classified,employee hit a pile with his bucket while digging ee was digging next to a pile when he swung his bucket and made contact with the pile.  operator stopped work and alerted his supervisor. company policy will be followed.,ORGP
"head or face injury, general illness or health issue","ee had a fall in the hallway due to feeling light headed after having bloodwork drawn.  axiom contacted ee; determined a personal condition and not work related. migrated from legacy cairs incident #36144joe warren fall.e-mail from jodi capps to james branham and mark nussbaum.hi james,just wanted to let you know that joe warren had a fall in the hallway due to having bloodwork done he was a little light headed. mark has confirmed with him that he is fine and was just a little woozy due to the bloodwork. please let us know if we need to do anything further regarding this.thank you!jodi cappsexecutive assistant, onshore field services17325 park rowhouston, tx 77084office:832.809.8905cell: 281.384.2522jodi.capps@woodplc.comwww.woodplc.comjb contacted ee and determined he did not hit his head; ee explained that this has occurred throughout his life and he knows how to roll to the ground when feeling dizzy. as follow-up, axiom contacted ee and determinedthat ee condition was a personal medical condition, was ok to stay at work and did not require additional assessment. migrated from legacy cairs - see detailed description",ORGP
back injury,"lower back strain employee reported discomfort in lower back after lifting a 3-ton come-a-long on scaffold. employee stated that the incident happened at 8 am on 1-16-20, however he did not report it to his supervisor until near the end of shift. ie was evaluated, treated, and released back to work without restrictions by the on-site medic.",ORGP
"hand or arm injury, knife incident",employee cut his left thumb with a retractable knife while cutting a piece of rubber flooring. migrated from legacy cairs incident #36382employee was cutting a piece of rubber flooring using a retractable razor knife. he placed the knife along a straight edge and as he pulled the knife along to cut the rubber it snagged. he applied additional pressure forcing the knife to move then lost control cutting across the top of his left thumb. migrated from legacy cairs - see detailed description,ORGP
vehicle incident general,road traffic accident that led to fatal injuries for the driver (non wood employee ) and minor injuries to wood employee  non work related incident on 31st january at approx. 7pm  a vehicle carrying a wood employee and driven by a friend of the employee suffered an accident that led to fatal injuries for the driver and minor injuries for the wood employee .   ,ORGP
"foot or leg injury, lifting or moving loads, vehicle incident general","damage to aerial lift hydraulic tray (cradle)			 employee was descending pr 1 in an aerial lift when the hydraulic tray (cradle) on the boom contacted a vertical scaffold leg, causing minor damage to the tray. the scaffold was unoccupied at the time of incident.			 incident was reported and the employee was taken to the on-site pa for post incident screening. aerial lift was taken out of service. scaffold was also taken out of service until deemed safe to use by scaffold contractor. investigation initiated.			",ORGP
hydraulic fluid or oil leak,"backhoe hydraulic hose contention failed resulting in 5l hydraulic fluid to soil whilst conducting  a voc on the backhoe asset n#ppe097, a hydraulic hose contention failed resulting in approximately 5l hydraulic fluid leaking to soil.  contaminated material removed for disposal.  maintenance to inspect the backhoe and repair",ORGP
*** Not Classified,"hand digging around exposed unidentified cables highlighted that the recently drilled pile (no15) missed the cables by approx 75mm during excavation a number of unidentified power cables were exposed. the final exposure of the cables was controlled by hand digging. as no-one could be 100% certain that the cables were dead the decision was made to spike the cables to guarantee that they were dead. to be able to do this further hand digging was required to expose more cable for the spiking activity, it was at this time it was observed that one of our recently drilled piles missed the cable by 75mm.   all excavation and hand digging was stopped. spiking of the cables was completed on monday morning (26th sept) and the near loss investigation has commenced on the same afternoon, once the spiking result had confirmed that the cables were dead. all of the subject cables were protected by concrete slab/tiles/clay ducts.",ORGP
*** Not Classified,(2) ips displaying signs of viral infection  received communication from production manager that (2) hexagon personnel were showing signs of a viral infection (chills/fever) and the decision was made to send them onshore for evaluation and treatment and to prevent further employees from contracting illness  personnel removed from platform and sent to la paz for further evaluation,ORGP
*** Not Classified,injured by slipping or swinging object held by injured worker a summer employee was tasked with weed whacking brush on a hill at the amusement area.  he slipped while mowing the hill and severed the tips of three toes.  he was hospitalized where surgery was performed to repair the toes.,OSHA
*** Not Classified,"pedestrian struck by forward-moving vehicle in work zone  an employee was performing milling work, taking up asphalt. the employee was struck by a semi-truck making a right turn.",OSHA
"back injury, general injury","other fall to lower level less than 6 feet an employee fell down a two-step stairway, hitting a paved surface and suffering a broken pelvis/hip. she was hospitalized.",OSHA
*** Not Classified,"pedestrian struck by vehicle in nonroadway area, unspecified an employee was injured while operating a pallet jack at doyle's wholesale. the pallet jack ran over the employee's foot, requiring reconstructive surgery.",OSHA
slips & trips,"fall on same level due to tripping over an object  on april 7, 2016, an employee was pulling a large bag full of plastic while walking backwards when he tripped on a bag of flour and fell, striking his head on the floor.",OSHA
"back injury, fall from or working at height issue, head or face injury","other fall to lower level, unspecified on 6/21/2021, an employee was climbing a ladder to inspect a piece of equipment when they fell from the ladder, resulting in fractures to the humerus, skull, and vertebrae that required hospitalization.",OSHA
hand or arm injury,"compressed or pinched by shifting objects or equipment an employee and a coworker were spooling up a steel cable on a winch line when the employee's hand was caught between the sheave and the cable, resulting in the surgical amputation of the right index finger and surgical repair of the third digit.",OSHA
*** Not Classified,"contact with objects and equipment, unspecified an employee was performing a plug draw operation on a tube when his finger became stuck between the tube and a wood fixture, removing skin from his hand and finger.",OSHA
"general injury, fall from or working at height issue, head or face injury","other fall to lower level 6 to 10 feet an employee was on an order picker, loading a pressure washer in the bay, when he lost balance and fell approximately 6 feet to the concrete. the employee sustained a head injury, a fractured hip, a fractured rib, and a punctured lung.",OSHA
slips & trips,other fall to lower level less than 6 feet an employee tripped and fell 4 feet out of a box truck resulting in a torn patella tendon in the right knee.,OSHA
"foot or leg injury, slips & trips",fall on same level due to tripping over an object  an employee tripped over a computer cord and fell resulting in a fractured patella and right ankle.,OSHA
"foot or leg injury, slips & trips","fall, slip, trip, unspecified  an employee fell and was hospitalized with a broken leg.",OSHA
hand or arm injury,caught in running equipment or machinery during regular operation an employee was inserting newspapers into an inserter machine when her right hand entered the machine. the machine then broke her right arm.,OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was looking under the hood of a truck. the employee's hand was on the engine alternator belt when the engine was started. the employee's fingertip was then caught between the belt and pulley, resulting in an amputation.",OSHA
"general injury, fall from or working at height issue","other fall to lower level less than 6 feet an employee was setting up a stage for a television event when he fell 5 feet off the stage and struck his chest on the edge of the stage, sustaining fractured ribs.",OSHA
hand or arm injury,"caught in running equipment or machinery during regular operation an employee reached between the line and the splash board to retrieve a chicken tender. the employee's hand was pulled forward on the line. she pulled her hand from the machine, which caused an amputation to her left index finger.",OSHA
"foot or leg injury, lifting or moving loads","struck by discharged object or substance two employees were removing sludge with a vacuum hose and pressure washer inside a frac tank. one of the employees was hit in the foot with the pressurized water (approximately 3500 psi) from the pressure washer, blowing out the employee's boot. the employee sustained a pin-hole injury to the foot and was admitted to the hospital.",OSHA
*** Not Classified,"exposure to environmental heat an employee was working outside around noon, putting up a satellite dish outside a house, when he started feeling dizzy and nauseated. he came off his ladder to stand on the ground and was walking to a van to sit in the shade and drink water when he passed out. he was hospitalized for possible dehydration.",OSHA
"general injury, fall from or working at height issue, slips & trips",other fall to lower level 11 to 15 feet  an employee was climbing a ladder to cover the exhaust fan when he slipped and fell approximately 12 feet. the employee was hospitalized with two broken ribs and a perforated liver.,OSHA
"line strike, hand or arm injury",caught in running equipment or machinery during regular operation an employee was operating the production line (slitter) and attempted to remove a piece of scrap while the line was operating. a production line pivot arm came down and struck the employee's right arm fracturing it.,OSHA
hand or arm injury,"caught in running equipment or machinery during regular operation on july 23, 2015, an employee suffered a finger amputation while grinding a casting on a stand grinder.",OSHA
hand or arm injury,caught in running equipment or machinery during regular operation an employee amputated the left index finger while operating the wire mesh looming equipment.,OSHA
back injury,struck by thrown object-unintentional injury an employee was hospitalized after being struck in the back by a pitch.,OSHA
slips & trips,injured by slipping or swinging object held by injured worker an employee was removing a hose from a mud pump with a crescent wrench when the wrench slipped off the nut and his hands were mashed between the wrench and pump.,OSHA
"general injury, slips & trips","fall on same level, n.e.c.  an employee was walking through a doorway and pushed on the swinging door. the employee expected more resistance and fell to the concrete floor, suffering a right hip injury and a fractured femoral neck bone.",OSHA
"dropped object or material, lifting or moving loads, general injury, slips & trips","struck by falling object or equipment, unspecified an employee was unloading a trailer with cardboard pallets when the pallets fell on top of him, resulting in shoulder and neck injuries.",OSHA
*** Not Classified,exposure to environmental heat an employee was conducting casting operations near the furnace and became ill. the employee was hospitalized for heat exhaustion.,OSHA
"foot or leg injury, slips & trips","fall on same level due to tripping, n.e.c. an employee tripped and fell to the floor while walking down the hallway, fracturing her left femur.",OSHA
fire,"vehicle or machinery fire an employee was cooking a batch of lubricating grease. flames and grease slurry came out of the grease cooking kettle and splashed onto the employee; this also started a fire outside the kettle. the grease/oil slurry was approximately 185-200 degrees and caused second degree burns to the employee's face, neck, arms and hands.",OSHA
weather related issue,exposure to environmental heat an employee was working on the ground pouring five gallons of silicon coating into a tub reservoir to accommodate the pump sprayer when the employee became ill and started vomiting. the employee suffered a heat-related illness.,OSHA
"foot or leg injury, slips & trips","fall on same level due to slipping  an employee was walking out of the guard shack when he slipped and fell to the ground, breaking his left leg in two places.",OSHA
"general injury, slips & trips","fall on same level, n.e.c.  an employee was pushing a bread rack on wheels. the rack began to roll more quickly than the employee was moving, and the employee fell to the concrete floor. he suffered a broken left hip and was hospitalized, requiring surgery.",OSHA
hand or arm injury,"caught in running equipment or machinery during regular operation an employee was running a metal press when the material shifted, pinching his finger and amputating the tip.",OSHA
*** Not Classified,"ignition of vapors, gases, or liquids the employee was circulating mud and water and sucking fluid from a steel container with a running vacuum truck. h2s vapor accumulated under the truck. when it reached his hot pump, it caused a flash fire.  the employee suffered burns to his face and hands.",OSHA
"hand or arm injury, head or face injury","caught in running equipment or machinery during regular operation on the morning of february 20, 2017, at approximately 7:37 am, an employee was using an emery cloth to polish a small copper electrode part on a lathe. his glove or the cloth became caught in the lathe's rotating chuck, which then avulsed his left ear and face, caused an abrasion on his left hand, and broke his left clavicle.",OSHA
foot or leg injury,other fall to lower level less than 6 feet an employee was on a step ladder removing decorations when she landed and felt pain in her right leg and knee.,OSHA
"head or face injury, slips & trips",fall on same level due to tripping over self an employee was walking around a shopping cart when she tripped and fell. the employee sustained a head injury.,OSHA
*** Not Classified,stepped on object  an employee stepped on a tack while walking in the work area. the employee was later hospitalized for an infection in his foot.,OSHA
hand or arm injury,struck against moving part of machinery or equipment an employee was operating a saw machine when the metal blade amputated their right thumb.,OSHA
hand or arm injury,"struck by dislodged flying object, particle an employee was operating a press when the v-block cracked and shot out breaking the employee's finger.",OSHA
hand or arm injury,caught in running equipment or machinery during regular operation an employee was operating the danish sleever and amputated the right thumb tip and nail. the machine was guarded at the time.,OSHA
"foot or leg injury, fall from or working at height issue, head or face injury, slips & trips",other fall to lower level less than 6 feet an employee was ascending a scaffold ladder when his foot got caught in a rung and he fell backwards. a co-worker came to his aid and freed him. while descending the remaining scaffold he slipped and fell approximately four feet to the pavement. the employee was hospitalized for a head injury.,OSHA
burns,contact with hot objects or substances an employee was moving a glass container of hot liquid when the container broke. the hot liquid then splashed and burned the employee.,OSHA
"general injury, slips & trips","fall on same level, n.e.c.  an employee was trying to lift a dock plate into place with another employee when the employee lost balance and fell backward onto the concrete floor. the employee was hospitalized with a broken right hip requiring surgery.",OSHA
fall from or working at height issue,"other fall to lower level, unspecified an employee fell while replacing a service drop and suffered broken bones.",OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  on august 15, 2018, at approximately 10:30 a.m., an employee was attempting to clear a jam in the feeding section on a box former machine when the employee's gloved hand was caught by the machine's shuttle carrier, causing injuries that required surgical amputation of the middle finger on the employee's left hand. the machine was guarded at the time of the incident.",OSHA
hand or arm injury,compressed or pinched by shifting objects or equipment an employee was working on a canopy when the truss and pole caught and smashed the employee's right pinky finger.,OSHA
"general injury, slips & trips","fall on same level due to tripping on uneven surface an employee was walking toward a clean room exit when she tripped on the edge of a floor tile and fell to her knees, suffering a broken hip.",OSHA
"line strike, head or face injury","struck by dislodged flying object, particle an employee was pulling pipe from a hole using a drill machine. a weld broke and the pipe struck the employee's face breaking the right cheek bone.",OSHA
hand or arm injury,"caught in or compressed by equipment or objects, unspecified an employee was conducting maintenance on a belt conveyor. the employee's right-hand middle finger was amputated while the employee disassembled the baggage tug.",OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee was operating a cutting machine and amputated two fingertips while unplugging a clog. the machine was running and unguarded at the time of the incident.",OSHA
"fall from or working at height issue, slips & trips","other fall to lower level 6 to 10 feet an employee was clearing a jam on a line that had caused a belt to come off a roller. the employee slipped and fell 7 feet to the cement floor below, suffering a broken vertebra.",OSHA
"foot or leg injury, slips & trips","other fall to lower level less than 6 feet an employee offloading rebar from a flatbed truck lost his balance and fell off the truck, breaking both bones in his leg and requiring surgery.",OSHA
hand or arm injury,"compressed or pinched by shifting objects or equipment a crew was pulling tubing out of a hole. as elevators were coming down, an employee grabbed the tubing elevators by the handles and was unable to push them back far enough to latch them onto tubing. the elevators hit the top of the tubing collar, causing it to shift and pinch his right index finger between the elevators and tubing bail. his finger was lacerated and fractured.",OSHA
head or face injury,other fall to lower level less than 6 feet an employee fell approximately 5 feet from a ladder resulting in a head injury.,OSHA
hand or arm injury,"compressed or pinched by shifting objects or equipment an employee was part of a team of four that was moving a large catalyst cartridge using a permanent hoist. the employee was aligning flanges on the bottom of the equipment as it was lowered into place using the hoist. the cartridge was lowered onto the support ring in the cartridge housing while the employee was gripping the support ring with both hands. the employee's fingers were crushed between the cartridge and its housing, causing fracture/amputation injuries to eight fingers.",OSHA
"foot or leg injury, slips & trips","fall on same level, n.e.c.  while wrapping a bundle of board games on a pallet an employee jumped up to tap a box into position. the employee landed on their feet, but fell to the concrete floor and sustained a broken right femur and was hospitalized.",OSHA
"hand or arm injury, vehicle incident general","compressed or pinched by shifting objects or equipment an employee was inspecting a bent rim on a car when his hand was caught between the rim and the car's caliper, severing his middle finger.",OSHA
hand or arm injury,"struck by dislodged flying object, particle an employee was making a spring and suffered a fractured left arm when the spring popped out while the employee was adjusting the feed wire.",OSHA
"foot or leg injury, fall from or working at height issue","other fall to lower level less than 6 feet an employee stepped up on a ladder to check/see what plants needed water. while stepping down, she missed the last two ladder steps and fell to the floor, breaking bones in her right leg. she was hospitalized and had surgery.",OSHA
hand or arm injury,"contact with objects and equipment, unspecified an employee was clamping a light onto a battery cable when the motor fan turned on and cut the end of his right index finger off.",OSHA
*** Not Classified,shooting by other person-intentional an employee was shot in the shoulder by an armed robber who walked into the store.,OSHA
"general injury, hand or arm injury, fall from or working at height issue","other fall to lower level 6 to 10 feet an employee fell 10 feet to the concrete ground while painting a townhouse roof, fracturing the left hand/arm and the right hip.",OSHA
*** Not Classified,"contact with hot objects or substances an employee was washing a 1000-gallon tank on a catwalk. the water in an adjacent tank boiled over, splashing the employee's back with boiling water. the employee sustained first and second degree burns (blistering).",OSHA
"head or face injury, fall from or working at height issue, vehicle incident general","other fall to lower level, unspecified an employee fell backwards from a truck and struck his head on the concrete, suffering a possible concussion.",OSHA
hand or arm injury,"caught in running equipment or machinery during maintenance, cleaning  an employee suffered an index fingertip amputation while attempting to clear a jam.",OSHA
weather related issue,"exposure to environmental heat employees are exposed to heat-stress related illnesses when working in the hot, humid greenhouse.",OSHA
"lifting or moving loads, general injury, vehicle incident general","pedestrian struck by vehicle in nonroadway area, unspecified an employee was directing a forklift operator to push a skid into a trailer when the forklift struck the employee, who suffered broken ribs.",OSHA
"fall from or working at height issue, head or face injury","fall from collapsing structure or equipment less than 6 feet an employee was passing a platform crossway when it collapsed and he fell about 5.5 feet to the concrete floor, suffering a concussion and fracture to the spine area. the platform did not have guardrails at the time of the incident.",OSHA
"general injury, hand or arm injury, vehicle incident general, head or face injury, foot or leg injury","pedestrian struck by vehicle propelled by another vehicle in work zone employees were standing on the median edge of an interstate lane's inside shoulder, removing traffic control barrels. they were behind the guardrail when a private vehicle lost control and struck another vehicle, which left the road and hit two employees. one employee was hospitalized with a broken leg, broken finger, and head laceration. the employee had surgery.",OSHA
hand or arm injury,"caught in running equipment or machinery, unspecified an employee was working near the end of a gin/conveyor in the press/bagging area and caught an arm in the conveyor roller resulting in injury to the upper arm.",OSHA
